source,operator_part,omega_rad_s,speed_mps,row_dof,col_dof,row_index,col_index,added_mass_coefficient,damping_coefficient,added_mass_value,damping_value,dynamic_operator_real,dynamic_operator_imag,active_station_count,clipped_station_count,max_added_clip_per_m,max_damping_clip_per_m,max_condition_number,max_residual_norm,section_solver,status
force_pdstrip_step,forward_gradient,4.0,2.0,pitch,heave,4,2,A53,B53,0.022105851327705272,-50.28517669467172,-0.35369362124328435,-201.14070677868688,3,0,0.0,0.0,4.054656915845401,3.787284787826399e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
force_pdstrip_step,forward_gradient,4.0,2.0,pitch,pitch,4,4,A55,B55,6.285647086833965,0.04421170265541363,-100.57035338934344,0.17684681062165453,3,0,0.0,0.0,4.054656915845401,3.787284787826399e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
force_pdstrip_step,total,4.0,2.0,heave,heave,2,2,A33,B33,25.14258834733586,0.1768468106216422,-402.28141355737375,0.7073872424865688,3,0,0.0,0.0,4.054656915845401,3.787284787826399e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
force_pdstrip_step,total,4.0,2.0,heave,pitch,2,4,A35,B35,-0.022105851327705928,50.28517669467171,0.35369362124329484,201.14070677868685,3,0,0.0,0.0,4.054656915845401,3.787284787826399e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
force_pdstrip_step,total,4.0,2.0,pitch,heave,4,2,A53,B53,0.022105851327705272,-50.28517669467172,-0.35369362124328435,-201.14070677868688,3,0,0.0,0.0,4.054656915845401,3.787284787826399e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
force_pdstrip_step,total,4.0,2.0,pitch,pitch,4,4,A55,B55,14.340191581444131,0.0976945958750548,-229.4430653031061,0.3907783835002192,3,0,0.0,0.0,4.054656915845401,3.787284787826399e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_raw_minus_force_pdstrip_step,main_radiation,4.0,2.0,heave,heave,2,2,A33,B33,-0.0,0.0,0.0,0.0,3,0,0.0,0.0,4.054656915845401,3.787284787826399e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_raw_minus_force_pdstrip_step,main_radiation,4.0,2.0,heave,pitch,2,4,A35,B35,-0.0,0.0,0.0,0.0,3,0,0.0,0.0,4.054656915845401,3.787284787826399e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_raw_minus_force_pdstrip_step,main_radiation,4.0,2.0,pitch,heave,4,2,A53,B53,-0.0,0.0,0.0,0.0,3,0,0.0,0.0,4.054656915845401,3.787284787826399e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_raw_minus_force_pdstrip_step,main_radiation,4.0,2.0,pitch,pitch,4,4,A55,B55,-0.0,0.0,0.0,0.0,3,0,0.0,0.0,4.054656915845401,3.787284787826399e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_raw_minus_force_pdstrip_step,forward_gradient,4.0,2.0,heave,heave,2,2,A33,B33,-0.0,0.0,0.0,0.0,3,0,0.0,0.0,4.054656915845401,3.787284787826399e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_raw_minus_force_pdstrip_step,forward_gradient,4.0,2.0,heave,pitch,2,4,A35,B35,-0.0,0.0,0.0,0.0,3,0,0.0,0.0,4.054656915845401,3.787284787826399e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_raw_minus_force_pdstrip_step,forward_gradient,4.0,2.0,pitch,heave,4,2,A53,B53,-0.0,0.0,0.0,0.0,3,0,0.0,0.0,4.054656915845401,3.787284787826399e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_raw_minus_force_pdstrip_step,forward_gradient,4.0,2.0,pitch,pitch,4,4,A55,B55,-0.0,0.0,0.0,0.0,3,0,0.0,0.0,4.054656915845401,3.787284787826399e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_raw_minus_force_pdstrip_step,total,4.0,2.0,heave,heave,2,2,A33,B33,-0.0,0.0,0.0,0.0,3,0,0.0,0.0,4.054656915845401,3.787284787826399e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_raw_minus_force_pdstrip_step,total,4.0,2.0,heave,pitch,2,4,A35,B35,-0.0,0.0,0.0,0.0,3,0,0.0,0.0,4.054656915845401,3.787284787826399e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_raw_minus_force_pdstrip_step,total,4.0,2.0,pitch,heave,4,2,A53,B53,-0.0,0.0,0.0,0.0,3,0,0.0,0.0,4.054656915845401,3.787284787826399e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_raw_minus_force_pdstrip_step,total,4.0,2.0,pitch,pitch,4,4,A55,B55,-0.0,0.0,0.0,0.0,3,0,0.0,0.0,4.054656915845401,3.787284787826399e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_clipped_minus_force_pdstrip_step,main_radiation,4.0,2.0,heave,heave,2,2,A33,B33,-0.0,0.0,0.0,0.0,3,0,0.0,0.0,4.054656915845401,3.787284787826399e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_clipped_minus_force_pdstrip_step,main_radiation,4.0,2.0,heave,pitch,2,4,A35,B35,-0.0,0.0,0.0,0.0,3,0,0.0,0.0,4.054656915845401,3.787284787826399e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_clipped_minus_force_pdstrip_step,main_radiation,4.0,2.0,pitch,heave,4,2,A53,B53,-0.0,0.0,0.0,0.0,3,0,0.0,0.0,4.054656915845401,3.787284787826399e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_clipped_minus_force_pdstrip_step,main_radiation,4.0,2.0,pitch,pitch,4,4,A55,B55,-0.0,0.0,0.0,0.0,3,0,0.0,0.0,4.054656915845401,3.787284787826399e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_clipped_minus_force_pdstrip_step,forward_gradient,4.0,2.0,heave,heave,2,2,A33,B33,-0.0,0.0,0.0,0.0,3,0,0.0,0.0,4.054656915845401,3.787284787826399e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_clipped_minus_force_pdstrip_step,forward_gradient,4.0,2.0,heave,pitch,2,4,A35,B35,-0.0,0.0,0.0,0.0,3,0,0.0,0.0,4.054656915845401,3.787284787826399e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_clipped_minus_force_pdstrip_step,forward_gradient,4.0,2.0,pitch,heave,4,2,A53,B53,-0.0,0.0,0.0,0.0,3,0,0.0,0.0,4.054656915845401,3.787284787826399e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_clipped_minus_force_pdstrip_step,forward_gradient,4.0,2.0,pitch,pitch,4,4,A55,B55,-0.0,0.0,0.0,0.0,3,0,0.0,0.0,4.054656915845401,3.787284787826399e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_clipped_minus_force_pdstrip_step,total,4.0,2.0,heave,heave,2,2,A33,B33,-0.0,0.0,0.0,0.0,3,0,0.0,0.0,4.054656915845401,3.787284787826399e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_clipped_minus_force_pdstrip_step,total,4.0,2.0,heave,pitch,2,4,A35,B35,-0.0,0.0,0.0,0.0,3,0,0.0,0.0,4.054656915845401,3.787284787826399e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_clipped_minus_force_pdstrip_step,total,4.0,2.0,pitch,heave,4,2,A53,B53,-0.0,0.0,0.0,0.0,3,0,0.0,0.0,4.054656915845401,3.787284787826399e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_clipped_minus_force_pdstrip_step,total,4.0,2.0,pitch,pitch,4,4,A55,B55,-0.0,0.0,0.0,0.0,3,0,0.0,0.0,4.054656915845401,3.787284787826399e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
