iteration,pseudo_time,kinematic_rms,dipole_coefficient,root_thickness,root_s_lambda,root_body_eta,root_resolution_ratio,bem_condition_number,accepted_time_step,maximum_displacement_ratio
0,0.0,1.3914637992639047,5.626213506867731,0.0029925011009551447,1.6906102810240506,0.18507482530693764,0.17350234682742838,58894.81929417053,,
1,0.0005703074875568516,1.3095163000037546,5.671980979799026,0.01897189509995575,2.1266232618661682,0.19559589400530575,1.1028878848824175,31069.25627242616,0.0005703074875568516,0.1918134677731774
2,0.00117627399968889,1.3075642846883497,5.679270012167497,0.017387613840468275,2.518043199244828,0.1961760906198189,1.0119251076930282,31139.073554704722,0.0006059665121320385,0.1970374254582191
3,0.0017930757154902466,1.299511751118522,5.68543602418345,0.01604104963153971,2.8380851258967374,0.19663522424017654,0.9380559178050774,32061.16672538948,0.0006168017158013565,0.19767210420385903
4,0.002422466629900749,1.1179475377067951,5.714770850453355,0.017011120300207537,3.0863554545122835,0.20222929765627695,0.988490948903698,59531.466114375726,0.0006293909144105024,0.20192076604608777
5,0.003024024566427227,1.2025070923631571,5.722076335011488,0.01601917891736511,3.279111569551909,0.2028319831668286,0.9319993606829066,31196.671469351684,0.0006015579365264777,0.1956306462382151
6,0.003639839141580333,1.238606234882388,5.728562171555575,0.015058785092751121,3.4460097528212055,0.2033358754864889,0.8769171363197115,31246.250756744164,0.0006158145751531062,0.19642015847010091
7,0.004270109119446655,1.2322701644876088,5.734154133561099,0.014135460597574947,3.593804712681526,0.2037306129726597,0.8267178541218804,36645.39148693224,0.0006302699778663218,0.1972852825100624
8,0.0049156120650597325,1.2414138157326697,5.738744853960017,0.013269700473534991,3.728134520936278,0.2040019432751059,0.7814430438723223,60581.70713502364,0.0006455029456130773,0.19804999493556058
9,0.005576139613478176,1.0438190158745433,5.766693776371428,0.013640782595792064,3.829460394713692,0.20964853143796414,0.7926331991222836,59610.95945606789,0.0006605275484184435,0.20437436618933044
10,0.0061864868436665435,1.041735410113385,5.773839862760607,0.012952939151221306,3.9033368246647204,0.21023584416516194,0.7550815474231022,59836.51656960052,0.0006103472301883674,0.195548899313999
11,0.006812117324554792,1.0930534474414655,5.780388680619537,0.012226328333728633,3.9750969953970707,0.21075202716054764,0.7121267963567912,59757.24835852925,0.0006256304808882487,0.196263511227218
12,0.007451497506558512,1.1708531825149622,5.786258660271014,0.011478302757107268,4.044563026644202,0.21118498850447942,0.6704338323597308,34187.10990362847,0.0006393801820037198,0.19714210922026906
13,0.0081053942420368,1.1820852970924545,5.791382336593397,0.010728604198339214,4.1120130797422725,0.21152259553933916,0.6303231508965519,42953.00450668687,0.0006538967354782893,0.1979403373250199
14,0.008773316214259396,1.2015985472048178,5.795630225520905,0.010015203429059686,4.177843220902154,0.21174592456416708,0.5931815439313584,74199.20268297453,0.0006679219722225965,0.19851578603596876
15,0.0094546751996558,0.9688288642332255,5.8217933004723985,0.01032776452690528,4.218072792145579,0.21740414361569393,0.600423451827527,59716.28056377295,0.0006813589853964039,0.20569587047338012
16,0.010069905933627742,0.9419170152862693,5.8289749293912525,0.009758713492477138,4.2339454422801035,0.21803313700549487,0.5698930607026709,60082.83450760723,0.000615230733971941,0.19572920165639018
17,0.010698839873565067,0.9539808251011926,5.835742402528834,0.009115797077573515,4.249479376990975,0.21861155077939642,0.5314643271532794,59929.046833727,0.0006289339399373264,0.19633451999661689
18,0.011338594739418024,0.9442930071748274,5.855315839780188,0.017987528170239464,0.8658605273468387,0.22334745198589956,1.0498685307017739,60002.04241484092,0.0006397548658529563,0.19357992469664556
19,0.011929258587155878,0.9357973175232273,5.8628321552187,0.016149033300608923,1.5639818218320416,0.2241517662360446,0.9423512872574485,60039.66643321653,0.0005906638477378533,0.18568726099163063
20,0.01254972590409833,0.9383550289732602,5.870237049710789,0.01462913451872118,2.085193785161411,0.22495441531980087,0.8540903402787776,31434.744223664664,0.0006204673169424525,0.19251394208735212
21,0.013190666877109491,0.9573604434417777,5.877357869816237,0.013338480877725486,2.4936171716325632,0.2257134202554758,0.7802231106007494,60279.70376577744,0.0006409409730111612,0.19776521697785013
22,0.013837681861706237,1.0012071379068637,5.8840118054358905,0.012218566027647556,2.822231203073283,0.22639908840482592,0.7172224868144236,31688.213238639644,0.0006470149845967453,0.1980695938541343
23,0.014491866459119472,1.089480988956578,5.890204940879729,0.011205671532344029,3.091596694127973,0.2270085334238292,0.66119731433296,31917.245369009357,0.000654184597413236,0.19845723762937859
24,0.015153544749803224,1.1326222602107445,5.8959335483946145,0.010260297357139932,3.315698251245024,0.22753957410335035,0.6096232039634009,61604.910652050465,0.000661678290683752,0.19889994121397592
25,0.015822343252828327,1.1514786188522497,5.901181927699039,0.009359811567760928,3.504377846295329,0.22798824831602382,0.5609497516194812,62317.62834331388,0.0006687985030251024,0.19938815217790457
26,0.016497157977299313,1.1780197378575854,5.905910913116474,0.00849415610313066,3.664564895693767,0.22834716838490854,0.5143304775207487,63192.44932920391,0.0006748147244709874,0.19991781421125007
