row,case_name,coefficient,diagnostic_status,gate_role,hull,speed_case,fn_l,speed_mps,omega_e_sqrt_l_over_g,omega_rad_s,reference_value,normalization_scale,station_local_index,active_station_index,solve_order_rank,x_m,x_from_bow_m,trapezoid_weight_m,inner_free_surface_y_min_m,inner_free_surface_y_max_m,inner_free_surface_panel_length_min_m,inner_free_surface_panel_length_max_m,selected_mode,selected_generalized_row,lever_arm_m,complex_force_density_real,complex_force_density_imag,station_weighted_force_real,station_weighted_force_imag,station_weighted_normalized_contribution,station_weighted_time_derivative_normalized_contribution,station_weighted_forward_speed_normalized_contribution,cumulative_body_integral_value,cumulative_time_derivative_value,cumulative_forward_speed_value,end_term_value,cumulative_with_end_term_value,body_potential_norm,body_potential_max_abs,control_potential_norm,control_potential_max_abs,control_normal_derivative_norm,control_normal_derivative_max_abs,body_potential_x_gradient_norm,pressure_norm,pressure_max_abs,pressure_time_derivative_norm,pressure_time_derivative_max_abs,pressure_forward_speed_norm,pressure_forward_speed_max_abs,inner_free_surface_normal_derivative_norm,inner_free_surface_normal_derivative_max_abs,outer_history_rhs_norm_before_solve,outer_history_rhs_max_abs_before_solve,free_surface_update_kind,free_surface_potential_norm_before_solve,free_surface_elevation_norm_before_solve,free_surface_potential_norm_after_update,free_surface_elevation_norm_after_update,free_surface_potential_growth_ratio,free_surface_elevation_growth_ratio,station_condition_number,station_residual,solver_status,station_count,body_panels_per_section,free_surface_inner_panels,free_surface_outer_panels,control_surface_radius_beams,history_steps,history_quadrature_count,history_k_max,include_end_term,end_station,end_term_scale,time_step_scale,free_surface_velocity_scale,history_rhs_scale,history_convolution_rule,history_potential_kernel_scale,history_normal_derivative_kernel_scale,control_image_scale,control_potential_kernel_scale,control_normal_derivative_kernel_scale,control_diagonal_sign,pressure_gradient_scale,clip_inner_free_surface_to_waterline,two_zone_inner_free_surface,use_free_surface_marching,a1_recommended_control_radius_beams,a1_min_inner_free_surface_panels,a1_min_outer_or_control_panels,a1_min_station_count_for_fn,a1_control_radius_ok,a1_inner_free_surface_panels_ok,a1_outer_or_control_panels_ok,a1_station_count_ok,a1_grid_recommendation_status,a1_grid_recommendation_note
0,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv0p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_cim1p0_cp1p0_cnm1p0_cd1p0_pg1p0,A33,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,1.0,79.95,0,1,38,0.075,2.925,0.0375,-0.8631093749999998,0.8631093749999998,0.07378124999999991,0.07378125000000002,heave,heave_force,1.425,8.352741408176785,-771.699542234032,0.31322780280662943,-28.9387328337762,0.0011985120783391124,0.0011985120783391124,0.0,0.0,0.0,0.0,0.0,0.0,0.677118050524806,0.3948059357014709,0.005642710196909417,0.0025453875473801743,0.02103355246573701,0.011824581625771732,29.39854975705913,65389.90557697346,35270.999201558596,1254.8388820187597,731.6565236830215,65377.86422594179,35270.87919201704,0.3764798615454661,0.2656201249131861,0.00017956891241243005,9.112424484686733e-05,advance_eq19_20,0.0,0.0,0.0,0.0,,,418.23117884841605,1.7384109321765233e-15,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,0.0,1.0,trapezoid,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv0p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_cim1p0_cp1p0_cnm1p0_cd1p0_pg1p0,A33,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,1.0,79.95,1,2,37,0.15,2.85,0.07499999999999998,-0.8636874999999999,0.8636874999999999,0.07262499999999991,0.07262500000000005,heave,heave_force,1.35,-18.927776634049025,364.1188616279579,-1.4195832475536765,27.30891462209684,-0.005431790068301478,-0.005431790068301478,0.0,-0.0015173829558116272,-0.0015173829558116272,0.0,0.0,-0.0015173829558116272,0.5956944496431457,0.4199111829124141,0.025998235324980874,0.012807577457693307,0.10811596663672449,0.0645262003691498,8.563450537108219,19075.770425109662,13336.083423603219,1103.9442186419767,778.181705397743,19043.800158414168,13313.35999343099,0.2845280818962177,0.1384335987612033,0.004066689308525279,0.0016711662164883823,advance_eq19_20,0.0,0.0,0.0,0.0,,,343.0542195004202,2.228277964386318e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,0.0,1.0,trapezoid,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv0p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_cim1p0_cp1p0_cnm1p0_cd1p0_pg1p0,A33,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,1.0,79.95,2,3,36,0.22499999999999998,2.775,0.075,-0.8642343749999999,0.8642343749999999,0.07153124999999994,0.07153125000000006,heave,heave_force,1.275,89.78882405005031,676.4585201529131,6.734161803753773,50.73438901146849,0.025767106837164776,0.025767106837164776,0.0,0.008650275428620017,0.008650275428620017,0.0,0.0,0.008650275428620017,1.4728951198365925,0.8483467081655385,0.020813094830490767,0.010385889286305681,0.09486712880546565,0.056298475457330154,9.506353635238947,21316.15829029724,13449.287438752199,2729.5773079363903,1572.1607687369433,21140.671984991546,13357.082133737971,1.5297427224173876,1.0789953866087845,0.002167757577770781,0.0008971867289858525,advance_eq19_20,0.0,0.0,0.0,0.0,,,342.8446096912935,9.549070367319937e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,0.0,1.0,trapezoid,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv0p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_cim1p0_cp1p0_cnm1p0_cd1p0_pg1p0,A33,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,1.0,79.95,3,4,35,0.3,2.7,0.07500000000000001,-0.8647499999999999,0.8647499999999999,0.0704999999999999,0.07050000000000001,heave,heave_force,1.2,74.08802175876188,-370.0321870772033,5.556601631907142,-27.75241403079025,0.02126137625934457,0.02126137625934457,0.0,0.03216451697687468,0.03216451697687468,0.0,0.0,0.03216451697687468,0.9410007658210928,0.48103330732226446,0.003912439219337646,0.002129703913082403,0.02869447956753718,0.014706955439558276,4.227604394021685,9561.908600665805,6318.49063743536,1743.8677761529837,891.4535613195021,9401.543557670831,6255.288521193014,1.4818718444489452,1.0368576320420055,0.0020095032819264424,0.0008341066360025139,advance_eq19_20,0.0,0.0,0.0,0.0,,,342.76452809793557,7.546568348567312e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,0.0,1.0,trapezoid,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv0p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_cim1p0_cp1p0_cnm1p0_cd1p0_pg1p0,A33,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,1.0,79.95,4,5,34,0.375,2.625,0.07499999999999998,-0.8652343749999999,0.8652343749999999,0.06953124999999993,0.06953125000000009,heave,heave_force,1.125,83.55680798169516,-47.207486198536756,6.266760598627135,-3.540561464890256,0.02397867686780997,0.02397867686780997,0.0,0.05478454354045196,0.05478454354045196,0.0,0.0,0.05478454354045196,0.88221184208635,0.4264231419577487,0.001945508183395276,0.0010183708698932928,0.021851981220947305,0.00803444396677623,0.6429679541604474,2171.97338783031,1261.3049490023309,1634.919820508891,790.2497035878168,1429.8620835417132,983.054210284021,1.6815193977679808,1.171365456022919,0.0021953770666416476,0.0009118780107667179,advance_eq19_20,0.0,0.0,0.0,0.0,,,342.70650863905854,4.48889779422553e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,0.0,1.0,trapezoid,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv0p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_cim1p0_cp1p0_cnm1p0_cd1p0_pg1p0,A33,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,1.0,79.95,5,6,33,0.44999999999999996,2.55,0.07500000000000001,-0.8656874999999999,0.8656874999999999,0.06862499999999994,0.06862500000000005,heave,heave_force,1.05,96.85122880983309,15.163151419550811,7.263842160737482,1.137236356466311,0.027793837222576497,0.027793837222576497,0.0,0.0806708005856452,0.0806708005856452,0.0,0.0,0.0806708005856452,0.884607227401887,0.41472561635431676,0.003676590297360537,0.002143634501699197,0.024996879892194762,0.011368542374774072,0.31121674983746483,1779.4656128141075,784.3747300587936,1639.3589617029902,768.5717850339994,692.0983036187714,294.73247106868337,1.9018419875062522,1.3212088831649083,0.0025245076704660608,0.0010483134365023565,advance_eq19_20,0.0,0.0,0.0,0.0,,,342.6545414156471,5.601685770866535e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,0.0,1.0,trapezoid,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv0p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_cim1p0_cp1p0_cnm1p0_cd1p0_pg1p0,A33,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,1.0,79.95,6,7,32,0.525,2.475,0.07500000000000001,-0.866109375,0.866109375,0.0677812499999999,0.06778125000000006,heave,heave_force,0.975,111.28263479595415,40.01086554594201,8.346197609696562,3.0008149159456514,0.03193528337457867,0.03193528337457867,0.0,0.11053536088422279,0.11053536088422279,0.0,0.0,0.11053536088422279,0.9037280649395547,0.4158565800686926,0.005159148786896843,0.002962476130813572,0.030157279389021508,0.014354310666021924,0.33831337755799407,1836.021624750854,777.7833621662148,1674.793802615048,770.6676931874613,752.3570464048258,324.7135826734367,2.1178763472541275,1.468462517064456,0.0029251013138899694,0.0012139785461055352,advance_eq19_20,0.0,0.0,0.0,0.0,,,342.6062403202438,3.158823210763623e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,0.0,1.0,trapezoid,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv0p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_cim1p0_cp1p0_cnm1p0_cd1p0_pg1p0,A33,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,1.0,79.95,7,8,31,0.6,2.4,0.07499999999999996,-0.8664999999999999,0.8664999999999998,0.06699999999999995,0.06700000000000006,heave,heave_force,0.9,125.94362776136519,51.923738195158045,9.445772082102383,3.894280364636851,0.036142615145268606,0.036142615145268606,0.0,0.1445743101441464,0.1445743101441464,0.0,0.0,0.1445743101441464,0.9280844327232085,0.4218057759382923,0.00634003733525416,0.0036206682801530584,0.03568209900125567,0.017141376898645495,0.3536228047380277,1891.188157823721,807.844285538581,1719.931156871059,781.6927755761719,786.402863624529,320.7964812694338,2.322960397578931,1.6083576002247806,0.0033597892740890706,0.0013935293971214892,advance_eq19_20,0.0,0.0,0.0,0.0,,,342.56168396636383,5.722393749954205e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,0.0,1.0,trapezoid,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv0p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_cim1p0_cp1p0_cnm1p0_cd1p0_pg1p0,A33,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,1.0,79.95,8,9,30,0.6749999999999999,2.325,0.07500000000000001,-0.866859375,0.866859375,0.06628124999999993,0.06628125000000007,heave,heave_force,0.8250000000000001,140.36514933889046,57.49847533581435,10.527386200416785,4.3123856501860764,0.04028122472362141,0.04028122472362141,0.0,0.1827862300785914,0.1827862300785914,0.0,0.0,0.1827862300785914,0.9535410994077815,0.4296087158323221,0.007317814534293375,0.004176774908501513,0.0412190184488688,0.019770252478945694,0.3466920244881766,1927.9768205839505,831.3527761402706,1767.1075910801833,796.1532265499644,770.9898716946872,310.3936386215559,2.514524199140573,1.7390690976780303,0.0038046284902312085,0.001577124537750948,advance_eq19_20,0.0,0.0,0.0,0.0,,,342.5212065841895,5.39441726907775e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,0.0,1.0,trapezoid,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv0p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_cim1p0_cp1p0_cnm1p0_cd1p0_pg1p0,A33,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,1.0,79.95,9,10,29,0.75,2.25,0.07500000000000001,-0.8671874999999999,0.8671874999999999,0.06562499999999982,0.0656250000000001,heave,heave_force,0.75,154.24065231381252,59.27033834402222,11.56804892353594,4.445275375801668,0.04426314086248206,0.04426314086248206,0.0,0.22505841287164316,0.22505841287164316,0.0,0.0,0.22505841287164316,0.9783142755237363,0.4379499670446911,0.00815158289364083,0.0046588762425314855,0.04664137867707034,0.02224516164016845,0.3273222841367547,1953.686665654265,847.954017063982,1813.0173768218347,811.6112790089917,727.9145409300146,290.64332590739093,2.6913019679187262,1.8597055598262244,0.004242324669082769,0.0017576504810862697,advance_eq19_20,0.0,0.0,0.0,0.0,,,342.4849787194831,3.6415954775831183e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,0.0,1.0,trapezoid,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
