benchmark,source_row,hull,speed_case,omega_e_sqrt_l_over_g,coefficient,candidate_name,candidate_order,candidate_description,candidate_is_current_default,candidate_affects_pitch_radiation_column,candidate_recomputed_matched_bie,pitch_oscillation_scale,pitch_forward_speed_scale,reference_value,computed_value,raw_computed_value,raw_to_reference_raw_ratio,abs_error,rel_error,tolerance,near_zero_abs_tolerance,effective_abs_tolerance,gate_error_ratio,current_default_gate_error_ratio,gate_ratio_delta_vs_current,error_metric,candidate_gate_status,matched_pitch_oscillation_scale,matched_pitch_forward_speed_scale,provider_route,provider_formulation,gate_role
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,current_combined,0,"Current default pitch radiation body condition, using both the oscillatory i*omega*N5 term and the forward-speed U*m5 term.",True,False,False,1.0,1.0,1.0,10.289989439187291,822.6846556630239,10.289989439187291,9.289989439187291,9.289989439187291,0.15,0.0,0.15,61.93326292791528,61.93326292791528,0.0,relative,FAIL,1.0,1.0,matched_bie_station_sweep,matched_bie,diagnostic_pitch_body_condition_split_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,pitch_oscillation_only,1,Solves the pitch-radiation column with the oscillatory i*omega*N5 body condition only; the forward-speed U*m5 channel is suppressed before the matched-BIE solve.,False,False,False,1.0,0.0,1.0,10.289989439187291,822.6846556630239,10.289989439187291,9.289989439187291,9.289989439187291,0.15,0.0,0.15,61.93326292791528,61.93326292791528,0.0,relative,FAIL,1.0,1.0,matched_bie_station_sweep,matched_bie,diagnostic_pitch_body_condition_split_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,pitch_forward_only,2,Solves the pitch-radiation column with only the forward-speed U*m5 body-condition channel; the oscillatory i*omega*N5 channel is suppressed before the matched-BIE solve.,False,False,False,0.0,1.0,1.0,10.289989439187291,822.6846556630239,10.289989439187291,9.289989439187291,9.289989439187291,0.15,0.0,0.15,61.93326292791528,61.93326292791528,0.0,relative,FAIL,1.0,1.0,matched_bie_station_sweep,matched_bie,diagnostic_pitch_body_condition_split_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,0,wigley_iii,Fn0.4,1.0,A33,pitch_body_condition_zero,3,"Suppresses both pitch body-condition channels; this should collapse the pitch-radiation column and acts as a numerical sanity check, not a physical model.",False,False,False,0.0,0.0,1.0,10.289989439187291,822.6846556630239,10.289989439187291,9.289989439187291,9.289989439187291,0.15,0.0,0.15,61.93326292791528,61.93326292791528,0.0,relative,FAIL,1.0,1.0,matched_bie_station_sweep,matched_bie,diagnostic_pitch_body_condition_split_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,current_combined,0,"Current default pitch radiation body condition, using both the oscillatory i*omega*N5 term and the forward-speed U*m5 term.",True,False,False,1.0,1.0,2.1,9.646482723616819,1394.399342597508,4.5935632017222945,7.546482723616819,3.5935632017222945,0.15,0.0,0.315,23.957088011481964,23.957088011481964,0.0,relative,FAIL,1.0,1.0,matched_bie_station_sweep,matched_bie,diagnostic_pitch_body_condition_split_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,pitch_oscillation_only,1,Solves the pitch-radiation column with the oscillatory i*omega*N5 body condition only; the forward-speed U*m5 channel is suppressed before the matched-BIE solve.,False,False,False,1.0,0.0,2.1,9.646482723616819,1394.399342597508,4.5935632017222945,7.546482723616819,3.5935632017222945,0.15,0.0,0.315,23.957088011481964,23.957088011481964,0.0,relative,FAIL,1.0,1.0,matched_bie_station_sweep,matched_bie,diagnostic_pitch_body_condition_split_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,pitch_forward_only,2,Solves the pitch-radiation column with only the forward-speed U*m5 body-condition channel; the oscillatory i*omega*N5 channel is suppressed before the matched-BIE solve.,False,False,False,0.0,1.0,2.1,9.646482723616819,1394.399342597508,4.5935632017222945,7.546482723616819,3.5935632017222945,0.15,0.0,0.315,23.957088011481964,23.957088011481964,0.0,relative,FAIL,1.0,1.0,matched_bie_station_sweep,matched_bie,diagnostic_pitch_body_condition_split_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,1,wigley_iii,Fn0.4,2.0,B33,pitch_body_condition_zero,3,"Suppresses both pitch body-condition channels; this should collapse the pitch-radiation column and acts as a numerical sanity check, not a physical model.",False,False,False,0.0,0.0,2.1,9.646482723616819,1394.399342597508,4.5935632017222945,7.546482723616819,3.5935632017222945,0.15,0.0,0.315,23.957088011481964,23.957088011481964,0.0,relative,FAIL,1.0,1.0,matched_bie_station_sweep,matched_bie,diagnostic_pitch_body_condition_split_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,current_combined,0,"Current default pitch radiation body condition, using both the oscillatory i*omega*N5 term and the forward-speed U*m5 term.",True,True,True,1.0,1.0,-0.2,-2.8137863584170937,-674.88665806634,14.068931792085468,2.6137863584170935,13.068931792085467,0.3,0.0,0.06,43.56310597361823,43.56310597361823,0.0,relative,FAIL,1.0,1.0,matched_bie_station_sweep,matched_bie,diagnostic_pitch_body_condition_split_candidate_not_hard_gate
ma2005_wigley_iii_coefficients,2,wigley_iii,Fn0.4,1.5,A35,pitch_oscillation_only,1,Solves the pitch-radiation column with the oscillatory i*omega*N5 body condition only; the forward-speed U*m5 channel is suppressed before the matched-BIE solve.,False,True,True,1.0,0.0,-0.2,-1.0988560964407692,-263.56063473131854,5.4942804822038465,0.8988560964407692,4.494280482203846,0.3,0.0,0.06,14.980934940679488,43.56310597361823,-28.58217103293874,relative,FAIL,1.0,0.0,matched_bie_station_sweep,matched_bie,diagnostic_pitch_body_condition_split_candidate_not_hard_gate
