row,case_name,coefficient,diagnostic_status,gate_role,hull,speed_case,fn_l,speed_mps,omega_e_sqrt_l_over_g,omega_rad_s,reference_value,normalization_scale,station_local_index,active_station_index,solve_order_rank,x_m,x_from_bow_m,trapezoid_weight_m,inner_free_surface_y_min_m,inner_free_surface_y_max_m,inner_free_surface_panel_length_min_m,inner_free_surface_panel_length_max_m,selected_mode,selected_generalized_row,lever_arm_m,a1_coordinate_convention_name,a1_coordinate_convention_status,a1_convention_audit_status,a1_radiation_lever_arm_m,a1_moment_lever_arm_m,a1_heave_n3_to_force_row_relative_residual,a1_pitch_n5_to_moment_row_relative_residual,a1_pitch_m5_forward_to_stokes_relative_residual,a1_pitch_m5_to_n5_norm_ratio,a1_heave_force_row_norm,a1_pitch_moment_row_norm,a1_pitch_m5_norm,a1_pitch_n5_norm,body_condition_norm,body_condition_max_abs,pitch_body_condition_oscillation_norm,pitch_body_condition_oscillation_max_abs,pitch_body_condition_forward_speed_norm,pitch_body_condition_forward_speed_max_abs,pitch_body_condition_forward_to_oscillation_norm_ratio,complex_force_density_real,complex_force_density_imag,station_weighted_force_real,station_weighted_force_imag,station_weighted_normalized_contribution,station_weighted_time_derivative_normalized_contribution,station_weighted_forward_speed_normalized_contribution,station_weighted_stokes_body_forward_speed_normalized_contribution,station_weighted_forward_minus_stokes_body_normalized_contribution,cumulative_body_integral_value,cumulative_time_derivative_value,cumulative_forward_speed_value,cumulative_stokes_body_forward_speed_value,cumulative_forward_minus_stokes_body_value,cumulative_time_plus_stokes_body_forward_value,end_term_value,cumulative_with_end_term_value,cumulative_stokes_with_end_term_value,body_potential_norm,body_potential_max_abs,control_potential_norm,control_potential_max_abs,control_normal_derivative_norm,control_normal_derivative_max_abs,body_potential_x_gradient_norm,pressure_norm,pressure_max_abs,pressure_time_derivative_norm,pressure_time_derivative_max_abs,pressure_forward_speed_norm,pressure_forward_speed_max_abs,inner_free_surface_normal_derivative_norm,inner_free_surface_normal_derivative_max_abs,outer_history_rhs_norm_before_solve,outer_history_rhs_max_abs_before_solve,free_surface_update_kind,free_surface_potential_norm_before_solve,free_surface_elevation_norm_before_solve,free_surface_potential_norm_after_update,free_surface_elevation_norm_after_update,free_surface_potential_growth_ratio,free_surface_elevation_growth_ratio,station_condition_number,station_residual,a1_matched_block_audit_status,a1_matched_total_relative_residual,a1_matched_condition_number,a1_eq23_body_relative_residual,a1_eq23_free_surface_relative_residual,a1_eq23_inner_control_relative_residual,a1_eq24_outer_control_relative_residual,a1_eq23_body_rhs_norm,a1_eq23_free_surface_rhs_norm,a1_eq23_inner_control_rhs_norm,a1_eq24_outer_control_rhs_norm,a1_eq24_to_eq23_control_rhs_norm_ratio,a1_unknown_psi_body_norm,a1_unknown_psi_n_free_surface_norm,a1_unknown_psi_control_norm,a1_unknown_psi_n_control_norm,a1_max_matrix_block_label,a1_max_matrix_block_norm,a1_max_contribution_block_label,a1_max_contribution_block_norm,a1_unit_closure_status,a1_unit_body_characteristic_span_m,a1_unit_body_potential_per_normal_velocity_length_m,a1_unit_body_potential_per_normal_velocity_over_span,a1_unit_inner_fs_normal_derivative_to_body_condition_norm_ratio,a1_unit_control_normal_derivative_to_body_condition_norm_ratio,a1_unit_control_potential_per_normal_derivative_length_m,a1_unit_control_potential_per_normal_derivative_over_span,a1_unit_pressure_time_over_rho_omega_phi_norm_ratio,a1_unit_pressure_forward_to_time_norm_ratio,a1_unit_pressure_total_to_time_norm_ratio,a1_unit_heave_force_forward_to_time_abs_ratio,a1_unit_heave_force_total_to_time_abs_ratio,a1_unit_pitch_moment_forward_to_time_abs_ratio,a1_unit_pitch_moment_total_to_time_abs_ratio,solver_status,station_count,body_panels_per_section,free_surface_inner_panels,free_surface_outer_panels,control_surface_radius_beams,history_steps,history_quadrature_count,history_k_max,include_end_term,end_station,end_term_scale,pitch_radiation_sign,pitch_radiation_lever_sign,pitch_forward_speed_sign,pitch_moment_sign,time_step_scale,free_surface_velocity_scale,history_rhs_scale,history_convolution_rule,history_potential_kernel_scale,history_normal_derivative_kernel_scale,control_image_scale,control_potential_kernel_scale,control_normal_derivative_kernel_scale,control_diagonal_sign,inner_a_scale,inner_b_scale,inner_diagonal_sign,pressure_gradient_scheme,pressure_gradient_scale,clip_inner_free_surface_to_waterline,two_zone_inner_free_surface,use_free_surface_marching,a1_recommended_control_radius_beams,a1_min_inner_free_surface_panels,a1_min_outer_or_control_panels,a1_min_station_count_for_fn,a1_control_radius_ok,a1_inner_free_surface_panels_ok,a1_outer_or_control_panels_ok,a1_station_count_ok,a1_grid_recommendation_status,a1_grid_recommendation_note
0,raw_eq25_unit_closure_probe,A33,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,1.0,79.95,0,1,38,0.075,2.925,0.0375,-0.8262187499999999,0.82621875,0.14756249999999993,0.14756250000000004,heave,heave_force,1.425,package_z_down_heave_up_lcg_minus_x,a1_heave_pitch_coordinate_convention_layer_not_benchmark_validated,a1_heave_pitch_coordinate_convention_audit_not_benchmark_validated,1.425,1.425,1.952608379632881e-17,5.4810059779168594e-17,0.0,0.7017543859649122,0.25128125970192233,0.35807579507523934,0.25128125970192233,0.35807579507523934,0.45431786104139943,0.24452521581025194,0.0,0.0,0.0,0.0,,162.32204868813912,-7530.696106780319,6.087076825805217,-282.4011040042619,0.02329114795090358,0.02329114795090358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.837804479399365,7.050253155700258,0.1372000873505847,0.05011720743105013,0.19934560243328933,0.10400743228526337,309.2132310164107,688054.2245427902,351076.7140631295,23791.089615790363,13065.567785397623,687642.7851479821,350833.50765827595,0.9319361583961031,0.6021587366138028,0.020026238634139715,0.011162167541701348,advance_eq19_20,0.5177410383028765,0.26757230329491,0.42682424238625405,0.28884041815962663,0.8243971615334141,1.079485487110658,74.99925728306899,3.25793245819286e-15,a1_eq23_eq24_block_audit_not_benchmark_validated,3.25793245819286e-15,74.99925728306899,4.2329301767322564e-15,5.274674180164274e-16,4.1941797116513675e-16,8.200625276687589e-15,1.8527609893198174,1.4336056484383704,0.6074187002086897,0.020026238634139715,0.03296941405863754,12.837804479399365,0.9319361583961031,0.1372000873505847,0.19934560243328933,eq23_body<-psi_body,14.683370553323398,eq23_body<-psi_body,3.5067195935039672,diagnostic_a1_potential_unit_closure_not_hard_gate,0.14065930468608676,28.257318455348003,200.8919247710675,2.0512866394024094,0.43878002501672303,0.6882523902000721,4.8930455879620895,1.0,28.903375013626416,28.920668857727406,46.393550153181295,46.4043262618449,46.39355015318129,46.4043262618449,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,12,10,3.0,2,16,15.0,True,aft,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,trapezoid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,central,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,raw_eq25_unit_closure_probe,A33,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,1.0,79.95,1,2,37,0.15,2.85,0.07499999999999998,-0.827375,0.827375,0.14524999999999996,0.14525,heave,heave_force,1.35,package_z_down_heave_up_lcg_minus_x,a1_heave_pitch_coordinate_convention_layer_not_benchmark_validated,a1_heave_pitch_coordinate_convention_audit_not_benchmark_validated,1.35,1.35,8.143342573220136e-17,8.530685563035656e-17,0.0,0.7407407407407406,0.48201719520161074,0.6507232135221745,0.48201719520161074,0.6507232135221747,0.8714896660775344,0.46476786106336776,0.0,0.0,0.0,0.0,,-120.37609466501144,584.2617166123057,-9.028207099875855,43.81962874592292,-0.03454487487379306,-0.03454487487379306,0.0,0.0,0.0,0.0060187105140070436,0.0060187105140070436,0.0,0.0,0.0,0.0060187105140070436,0.0,0.0060187105140070436,0.0060187105140070436,4.5810734825224015,3.1195357561644528,0.281196560078586,0.11007559211978933,0.3717258214976167,0.17413243109591658,71.14594757831637,158445.27831184844,86110.33277272459,8489.670483306076,5781.14075920583,158217.67194091814,85916.05101348418,2.161869162249384,1.5020480134283136,0.02030968792168488,0.011567283554138618,advance_eq19_20,0.594564848097056,0.2516595403425617,0.511166144680205,0.2668798091913423,0.8597315268741937,1.0604796020371912,38.17106980814833,2.0759475780586778e-15,a1_eq23_eq24_block_audit_not_benchmark_validated,2.0759475780586778e-15,38.17106980814833,2.5399354506403042e-15,5.016165254476859e-16,7.083918061042608e-16,1.509298660941375e-14,2.2842750709235853,1.5031647534293258,0.7423760177288738,0.02030968792168488,0.027357683218024245,4.5810734825224015,2.161869162249384,0.281196560078586,0.3717258214976167,eq23_body<-psi_body,10.864703672301408,eq23_body<-psi_body,4.955196480707701,diagnostic_a1_potential_unit_closure_not_hard_gate,0.14074195538264578,5.256601037096903,37.34921134785562,2.480659549274618,0.42654071065547794,0.7564622735802843,5.37481713625218,1.0,18.636491516606483,18.66330131698423,4.853635750837557,4.9555806926946975,4.853635750837561,4.9555806926947,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,12,10,3.0,2,16,15.0,True,aft,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,trapezoid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,central,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,raw_eq25_unit_closure_probe,A33,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,1.0,79.95,2,3,36,0.22499999999999998,2.775,0.075,-0.8284687499999999,0.8284687499999999,0.14306249999999998,0.14306249999999998,heave,heave_force,1.275,package_z_down_heave_up_lcg_minus_x,a1_heave_pitch_coordinate_convention_layer_not_benchmark_validated,a1_heave_pitch_coordinate_convention_audit_not_benchmark_validated,1.275,1.275,0.0,7.074433868058277e-17,1.4261719164303278e-17,0.7843137254901961,0.6880711752714553,0.8772907484711054,0.6880711752714553,0.8772907484711056,1.2440363637319745,0.6547354467071627,0.0,0.0,0.0,0.0,,569.912026626462,3901.820140546185,42.743401996984645,292.63651054096385,0.16355024395556622,0.16355024395556622,0.0,0.0,0.0,0.0705213950548936,0.0705213950548936,0.0,0.0,0.0,0.0705213950548936,0.0,0.0705213950548936,0.0705213950548936,9.389379739604474,5.095709751374474,0.08029840558834622,0.041621213559977034,0.3030012429085826,0.20370942587983437,56.41194874956891,126652.51399742646,83057.21428888617,17400.449989721896,9443.397237085743,125451.51909013894,82518.62271058913,1.1969300318479652,0.5162628003543726,0.02614677555563445,0.014769499992777883,advance_eq19_20,0.6599812306039237,0.23123734804745463,0.5878349838050001,0.2539427218612534,0.8906843960806199,1.0981907724055855,33.68822148451479,2.137114791038107e-15,a1_eq23_eq24_block_audit_not_benchmark_validated,2.137114791038107e-15,33.68822148451479,2.5265395189807033e-15,8.278806407191482e-16,6.276624747506034e-16,4.6357725970919624e-15,2.6288450183197494,1.5585110823002815,0.8665421370304477,0.02614677555563445,0.030173692009065833,9.389379739604474,1.1969300318479652,0.08029840558834622,0.3030012429085826,eq23_inner_control<-psi_control,10.045730685278134,eq23_body<-psi_body,2.8866330171328154,diagnostic_a1_potential_unit_closure_not_hard_gate,0.14083594019908452,7.5475122860857145,53.59081123338697,0.9621342805907254,0.24356301129302335,0.26501015249159476,1.8816940627298586,0.9999999999999998,7.2096709662244765,7.278691877062813,6.8463551535183855,6.919001292680018,6.8463551535183855,6.919001292680018,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,12,10,3.0,2,16,15.0,True,aft,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,trapezoid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,central,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,raw_eq25_unit_closure_probe,A33,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,1.0,79.95,3,4,35,0.3,2.7,0.07500000000000001,-0.8294999999999999,0.8294999999999999,0.1409999999999999,0.14100000000000001,heave,heave_force,1.2,package_z_down_heave_up_lcg_minus_x,a1_heave_pitch_coordinate_convention_layer_not_benchmark_validated,a1_heave_pitch_coordinate_convention_audit_not_benchmark_validated,1.2,1.2,0.0,0.0,0.0,0.8333333333333334,0.8685633338278655,1.0422760005934386,0.8685633338278655,1.0422760005934386,1.5703671514212967,0.8137269655489923,0.0,0.0,0.0,0.0,,409.1411094311044,-3114.0868440346685,30.685583207332833,-233.55651330260017,0.11741308330656866,0.11741308330656866,0.0,0.0,0.0,0.21100305868596103,0.21100305868596103,0.0,0.0,0.0,0.21100305868596103,0.0,0.21100305868596103,0.21100305868596103,5.323430129333792,2.4464028020088193,0.15937988227386582,0.05675469660916935,0.3948364723624437,0.2586815365598291,33.84220829511002,75903.7265700836,46949.17290490157,9865.409889487913,4533.687079617804,75259.87905211122,46729.76051638238,0.6865882380699699,0.2942893953076791,0.02965078887102413,0.016745641071314873,advance_eq19_20,0.7260941311204149,0.2098798041783712,0.6538437159639109,0.2319361992819817,0.9004944234365089,1.1050906026425742,34.057234848925496,9.209372283187134e-16,a1_eq23_eq24_block_audit_not_benchmark_validated,9.209372283187134e-16,34.057234848925496,1.0661962292521568e-15,3.917203842397936e-16,3.063058476694372e-16,7.686136775664086e-15,2.959911785563072,1.6342928579504936,0.9801394765094454,0.02965078887102413,0.03025160151351009,5.323430129333792,0.6865882380699699,0.15937988227386582,0.3948364723624437,eq23_inner_control<-psi_control,10.045730685278134,eq23_body<-psi_body,3.9709202176319174,diagnostic_a1_potential_unit_closure_not_hard_gate,0.14090929748119108,3.389927078209513,24.05751173844301,0.4372151044095373,0.25142940108310846,0.40366048587214004,2.8646831194799027,1.0,7.628662153440211,7.69392528241151,7.611278290672603,7.676689209422514,7.611278290672602,7.676689209422513,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,12,10,3.0,2,16,15.0,True,aft,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,trapezoid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,central,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,raw_eq25_unit_closure_probe,A33,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,1.0,79.95,4,5,34,0.375,2.625,0.07499999999999998,-0.8304687499999999,0.8304687499999999,0.13906249999999998,0.13906250000000003,heave,heave_force,1.125,package_z_down_heave_up_lcg_minus_x,a1_heave_pitch_coordinate_convention_layer_not_benchmark_validated,a1_heave_pitch_coordinate_convention_audit_not_benchmark_validated,1.125,1.125,0.0,1.0767056597127241e-16,0.0,0.8888888888888888,1.024744787585428,1.1528378860336066,1.024744787585428,1.1528378860336066,1.8527440548546934,0.9443430315912764,0.0,0.0,0.0,0.0,,417.3779851567663,-880.7927545214909,31.303348886757462,-66.0594565891118,0.11977685696184304,0.11977685696184304,0.0,0.0,0.0,0.329598028820167,0.329598028820167,0.0,0.0,0.0,0.329598028820167,0.0,0.329598028820167,0.329598028820167,4.547681364463667,1.9437548673897307,0.18768150190030924,0.06565611506582965,0.45920776201665003,0.3009411709590186,7.847023994440195,19379.119282626518,11067.239990252216,8427.788027121982,3602.177172537947,17450.577444318747,10464.612779242449,0.7495177713818797,0.28723184884087544,0.0321779996210865,0.018180953756821647,advance_eq19_20,0.787328258666844,0.18601497031820796,0.7202786483165857,0.21030089101781466,0.9148390653933963,1.1305589580132276,34.4396643304475,7.044115207592199e-16,a1_eq23_eq24_block_audit_not_benchmark_validated,7.044115207592199e-16,34.4396643304475,7.947881551306234e-16,4.0669059838539307e-16,2.515558954691559e-16,5.881468124785768e-15,3.258054115351023,1.7102749216959063,1.0810638748693056,0.0321779996210865,0.02976512338364524,4.547681364463667,0.7495177713818797,0.18768150190030924,0.45920776201665003,eq23_inner_control<-psi_control,10.045730685278134,eq23_body<-psi_body,4.42327936946533,diagnostic_a1_potential_unit_closure_not_hard_gate,0.14094337720218197,2.454565352698072,17.415258534475306,0.4045446911125901,0.24785277859259663,0.4087071635638081,2.8997968664928573,1.0000000000000002,2.0705999472411944,2.299431264794675,2.110299981899302,2.3352443156132923,2.1102999818993022,2.3352443156132923,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,12,10,3.0,2,16,15.0,True,aft,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,trapezoid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,central,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,raw_eq25_unit_closure_probe,A33,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,1.0,79.95,5,6,33,0.44999999999999996,2.55,0.07500000000000001,-0.831375,0.831375,0.13724999999999998,0.13724999999999998,heave,heave_force,1.05,package_z_down_heave_up_lcg_minus_x,a1_heave_pitch_coordinate_convention_layer_not_benchmark_validated,a1_heave_pitch_coordinate_convention_audit_not_benchmark_validated,1.05,1.05,9.579776178108956e-17,0.0,6.773924697790189e-17,0.9523809523809524,1.1589237618746895,1.216869949968424,1.1589237618746895,1.216869949968424,2.0953403577709504,1.0506033638104737,0.0,0.0,0.0,0.0,,447.56354874282977,-461.7888292218595,33.56726615571224,-34.63416219163947,0.12843934530703588,0.12843934530703588,0.0,0.0,0.0,0.4537061299546063,0.4537061299546063,0.0,0.0,0.0,0.4537061299546063,0.0,0.4537061299546063,0.4537061299546063,4.230194080586583,1.7405573837131492,0.2042158642855618,0.07228401930560749,0.5085504646667585,0.3344449020393322,3.537053039559168,11105.32724782519,5621.39583437767,7839.418852726595,3225.6104822124976,7865.863292277806,4603.860135125685,0.8266201879845434,0.31605782038568486,0.033852817510601,0.019134519859005716,advance_eq19_20,0.8420645050261318,0.16033314476050836,0.781809782865389,0.18631783561125154,0.9284440541061959,1.1620668695144527,34.82060907605522,8.0885725465566645e-16,a1_eq23_eq24_block_audit_not_benchmark_validated,8.0885725465566645e-16,34.82060907605522,9.198896187976708e-16,3.7708315572582996e-16,2.5145427792131246e-16,6.2841786818903866e-15,3.522851279673229,1.7787689059814022,1.1681543250162143,0.033852817510601,0.028979747611798733,4.230194080586583,0.8266201879845434,0.2042158642855618,0.5085504646667585,eq23_inner_control<-psi_control,10.045730685278134,eq23_body<-psi_body,4.7573401888918125,diagnostic_a1_potential_unit_closure_not_hard_gate,0.14691064408363297,2.018857731107092,13.742079368720221,0.39450401693398984,0.24270542147518262,0.40156460071151406,2.7333935074364812,1.0,1.0033732652952985,1.416600829277376,1.0317838226973295,1.4368638964007394,1.0317838226973295,1.4368638964007392,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,12,10,3.0,2,16,15.0,True,aft,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,trapezoid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,central,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,raw_eq25_unit_closure_probe,A33,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,1.0,79.95,6,7,32,0.525,2.475,0.07500000000000001,-0.8322187499999999,0.83221875,0.13556249999999992,0.13556250000000003,heave,heave_force,0.975,package_z_down_heave_up_lcg_minus_x,a1_heave_pitch_coordinate_convention_layer_not_benchmark_validated,a1_heave_pitch_coordinate_convention_audit_not_benchmark_validated,0.975,0.975,8.716264651106973e-17,0.0,0.0,1.0256410256410253,1.2737371673130158,1.2418937381301904,1.2737371673130158,1.2418937381301904,2.302923608664771,1.1367239630138977,0.0,0.0,0.0,0.0,,482.8185862975406,-297.154292317496,36.21139397231555,-22.286571923812204,0.13855664363265063,0.13855664363265063,0.0,0.0,0.0,0.5872041244244497,0.5872041244244497,0.0,0.0,0.0,0.5872041244244497,0.0,0.5872041244244497,0.5872041244244497,4.06106870515452,1.6332212956842913,0.21434819706843952,0.07693550626617118,0.5440538858951462,0.3587273093741367,2.020593478295325,8765.389256133156,3974.1075697762863,7525.994780124063,3026.6946556472376,4493.489888836952,2575.3932588305092,0.8905347681812521,0.36611408716428306,0.03470407588568607,0.01961922242720935,advance_eq19_20,0.8892837056965927,0.13382863416525914,0.8368448771002379,0.16055524751238598,0.9410325093550675,1.1997077345504648,35.19297410718896,8.540845748620367e-16,a1_eq23_eq24_block_audit_not_benchmark_validated,8.540845748620367e-16,35.19297410718896,9.785581962110157e-16,2.477159889960343e-16,2.934151447423469e-16,4.148625399533023e-15,3.7560282325844696,1.83427140671118,1.2406004534355206,0.03470407588568607,0.02797361212434039,4.06106870515452,0.8905347681812521,0.21434819706843952,0.5440538858951462,eq23_inner_control<-psi_control,10.045730685278134,eq23_body<-psi_body,5.028837838321714,diagnostic_a1_potential_unit_closure_not_hard_gate,0.16599770034985187,1.7634404762167153,10.623282566566525,0.386697485244672,0.23624486884764156,0.39398339507449115,2.373426826059297,1.0000000000000002,0.5970625837668835,1.1646818144602356,0.6154574425069305,1.1742179795664736,0.6154574425069304,1.1742179795664736,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,12,10,3.0,2,16,15.0,True,aft,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,trapezoid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,central,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
0,raw_eq25_unit_closure_probe,A33,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.0,1.808005346599764,1.0,79.95,7,8,31,0.6,2.4,0.07499999999999996,-0.833,0.833,0.1339999999999999,0.134,heave,heave_force,0.9,package_z_down_heave_up_lcg_minus_x,a1_heave_pitch_coordinate_convention_layer_not_benchmark_validated,a1_heave_pitch_coordinate_convention_audit_not_benchmark_validated,0.9,0.9,0.0,1.0054204130393769e-16,0.0,1.111111111111111,1.3717501880866567,1.2345751692779912,1.3717501880866567,1.2345751692779912,2.4801316742599075,1.2065130346457866,0.0,0.0,0.0,0.0,,518.2034216595748,-217.32592977366494,38.86525662446809,-16.29944473302486,0.1487111906248328,0.1487111906248328,0.0,0.0,0.0,0.7308380415531913,0.7308380415531913,0.0,0.0,0.0,0.7308380415531913,0.0,0.7308380415531913,0.7308380415531913,3.955256383362796,1.5668453152015547,0.21952825148825061,0.07964533068952302,0.5655996275136039,0.3733532258720413,1.3407849327414227,7913.154233443197,3349.5159963525875,7329.902805500099,2903.6863248586833,2981.699982255384,1669.689533012212,0.9348157917793656,0.39869411174757546,0.0347635009821243,0.019651964164782532,advance_eq19_20,0.9282479204872154,0.10795239096816255,0.8843660076233381,0.13398688064567887,0.9527260854612583,1.2411664016334243,35.552107800630786,6.679778679749517e-16,a1_eq23_eq24_block_audit_not_benchmark_validated,6.679778679749517e-16,35.552107800630786,7.43940157796637e-16,2.601304735368162e-16,4.506052403843045e-16,6.79648806508027e-15,3.959666021741184,1.8725540630997446,1.297912710238309,0.0347635009821243,0.02678415944916773,3.955256383362796,0.9348157917793656,0.21952825148825061,0.5655996275136039,eq23_inner_control<-psi_control,10.045730685278134,eq23_body<-psi_body,5.2530300892840875,diagnostic_a1_potential_unit_closure_not_hard_gate,0.18357744165711165,1.5947767710934453,8.687215360982044,0.37692183906256616,0.22805225762151668,0.38813365640515823,2.114277510905285,0.9999999999999998,0.4067857461927083,1.0795715091208913,0.4193834326251007,1.084381143122847,0.41938343262510064,1.084381143122847,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,12,10,3.0,2,16,15.0,True,aft,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,trapezoid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,central,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
