outer_panel_index,xi_mid,eta_mid,panel_length,arc_mid,normalized_arc_mid,s_nu,k_contribution,k_fraction,cumulative_k_fraction,s_nu_left,s_nu_right,k_contribution_linear_exact
10,4.623503880217272,0.24525691181013226,0.06324565111500742,0.37191808641236257,0.02360125146666338,0.008796852121140564,4.894239871249776e-06,0.001353269690547469,0.5116333520680876,0.09219988685839686,-0.07460618261611551,0.0001515412186152887
11,4.688469419604488,0.22981790769206445,0.07032424484302244,0.43870303439137753,0.02783930390085759,0.008205677042666393,4.735151923022469e-06,0.0013092814708992922,0.5129426335389868,0.08093225492313416,-0.06452090083780138,0.0001287204320527479
12,4.7610446575646765,0.2150092305717524,0.07783328973092908,0.5127818016783533,0.032540208962898255,0.007687637151678306,4.5999291303962795e-06,0.0012718920270742844,0.5142145255660611,0.07126619662274036,-0.055890922319384195,0.00010947336570236661
13,4.841598869605573,0.2008555198044034,0.0857562043802684,0.594576548733952,0.03773075619477157,0.0072626826108799225,4.523344668779944e-06,0.0012507162299334267,0.5154652417959945,0.06299183551539,-0.04846647029363038,9.330212604836974e-05
14,4.930491187861172,0.18737569920174119,0.09407152544829397,0.6844904136482333,0.04343652801310876,0.006895425765449437,4.472809082847658e-06,0.0012367430127362164,0.5167019848087308,0.05587285986586754,-0.04208200833496889,7.969205750349946e-05
15,5.028064105598215,0.17458275416193675,0.10275304841579891,0.7829027005802798,0.04968159437623644,0.006573224917449605,4.43968033130304e-06,0.001227582829228586,0.5179295676379594,0.0497242295267456,-0.03657777969184628,6.821538744933107e-05
16,5.13463761197635,0.16248403162059522,0.11177001599550088,0.8901642327859296,0.05648821789569163,0.006296154422161138,4.430737852032161e-06,0.0012251102111154612,0.5191546778490749,0.04440172212291371,-0.03180941327859166,5.8528703117560966e-05
17,5.250503804799073,0.15108165100209225,0.1210873928665515,1.0065929372169558,0.06387657364284341,0.0060819583350711914,4.479048961049131e-06,0.0012384683548250595,0.5203931462038999,0.039803122793209744,-0.02763920612306736,5.037589053780909e-05
18,5.375921980286531,0.14037288224763955,0.13066620440645713,1.13246973585346,0.0718644884202516,0.0059423876900572825,4.6140812806494e-06,0.0012758051323771373,0.521668951336277,0.035840758985992816,-0.02395598360587803,4.354880371953437e-05
19,5.511114195900799,0.1303500989639908,0.14046393729390927,1.268034806703643,0.08046720349145084,0.005861553199220326,4.826032694517894e-06,0.0013344102338438278,0.5230033615701208,0.03241632091829216,-0.020693214519851344,3.7842347503818027e-05
20,5.656261374129258,0.12100053950949605,0.15043499096457166,1.4134842708328836,0.08969716434578678,0.0058031376269415125,5.066109880050891e-06,0.0014007921822403995,0.5244041537523613,0.02942506710407039,-0.01781879185018742,3.30467951656694e-05
21,5.811500018171924,0.11230662845006345,0.16053117078018975,1.5689673517052645,0.09956384043534908,0.00574773592660377,5.30338293174752e-06,0.0014663987805460844,0.5258705525329074,0.026790589090055883,-0.015295117236848288,2.8997873061583e-05
22,5.9769195482774435,0.1042472279840436,0.17070221230587687,1.7345840432482977,0.1100735771945615,0.005716388368098679,5.578052574652679e-06,0.0015423456308099092,0.5274128981637173,0.024486142190262405,-0.013053365454065047,2.5624390546993522e-05
23,6.152560204535519,0.09679897079321931,0.18089632622157437,1.9103833125120233,0.12122948198416772,0.005739345940831808,5.958741597184649e-06,0.0016476071074169201,0.5290605052711341,0.022501627596920704,-0.011022935715257143,2.290113492331783e-05
24,6.338411484351426,0.08993645471334405,0.1910607533411803,2.0963618522934,0.13303134493502322,0.005803409079201516,6.434841521260302e-06,0.0017792499393729695,0.5308397552105072,0.020789608265172954,-0.009182790106770033,2.0738042212566156e-05
25,6.534411167546109,0.08363182210201031,0.20114231974151123,2.2924633888347463,0.14547559501588603,0.005870783992844797,6.932592249929653e-06,0.0019168792735036943,0.5327566344840109,0.019283177418370545,-0.007541609432681007,1.8993910250891083e-05
26,6.740444978402711,0.07785537455022715,0.2110879824454081,2.4985785399282063,0.15855529102898203,0.005936612717392431,7.439451985306437e-06,0.0020570272710045113,0.5348136617550154,0.01795260509627683,-0.006079379661492024,1.7598699530317203e-05
27,6.956346834956319,0.07257708129383725,0.22084535689473764,2.714545209598279,0.17226014665584669,0.006028546821040093,8.026266014297477e-06,0.002219282832708077,0.5370329445877234,0.016804115002282738,-0.004747021360202552,1.6573928725364905e-05
28,7.1818996087636835,0.0677674139688684,0.23036321861501183,2.9401494973531537,0.18657658815677633,0.006162171247985737,8.747433798591898e-06,0.00241868754722112,0.5394516321349446,0.015834714350112578,-0.0035103718541411033,1.5931548050015564e-05
29,7.41683636495422,0.06339681613451935,0.2395919721923608,3.1751270927568402,0.20148784286786195,0.006304787432458492,9.523863450489588e-06,0.0026333723077551718,0.5420850044426997,0.014995545939247346,-0.002385971074330334,1.5555933441712844e-05
30,7.660842091039844,0.05943553431470175,0.24848408231229543,3.4191651200091684,0.21697405625471164,0.006442000980183521,1.0311934518111223e-05,0.002851275949150952,0.5449362803918507,0.014258156501604918,-0.0013741545412379041,1.5372088153148265e-05
31,7.913555877638617,0.055854684256154655,0.2569944621645428,3.6719043922475874,0.23301243496637988,0.0065913571306031316,1.1165378530812878e-05,0.0030872553750374565,0.5480235357668882,0.013627751718563536,-0.00044503745735724465,1.5406716516818904e-05
32,8.174573468604127,0.052627008932426805,0.2650808162901821,3.93294203147495,0.24957741309126288,0.006771030120503646,1.215312012882747e-05,0.003360368422589157,0.5513839041894774,0.013111605286136724,0.00043045495487059604,1.5705458731470195e-05
33,8.443450126997053,0.04972647461509165,0.27270393563006906,4.201834407435076,0.2666408386528453,0.006963377832978013,1.3223040464693128e-05,0.003656204098795529,0.5550401082882728,0.012682436230584487,0.001244319435371538,1.6196206845099824e-05
34,8.719703786622805,0.04712777024640885,0.2798279439184073,4.478100347209314,0.28417217728491334,0.007149769934713196,1.4304583462424802e-05,0.003955253470374527,0.5589953617586473,0.012313161298632552,0.0019863785707938397,1.6791378057559744e-05
35,9.002818447795011,0.044806838437386504,0.286420495326658,4.761224566831847,0.3021387299956774,0.007341798428049592,1.5438638730065865e-05,0.004268822617264841,0.5632641843759122,0.012007997951620511,0.0026755989044786738,1.7517423118976185e-05
36,9.292247752484275,0.04274144855686505,0.2924529242727835,5.050661276631567,0.32050586195626984,0.007554146527684796,1.668886407282445e-05,0.004614513083449017,0.5678786974593611,0.011775170306995583,0.0033331227483739956,1.8425746059612364e-05
37,9.587418684561449,0.0409108805260869,0.2979003490606477,5.345837913298283,0.33923723933093985,0.007778037987619904,1.8022338061117495e-05,0.004983222010465629,0.5728619194698269,0.011600207006659813,0.003955868968579995,1.947301107872748e-05
38,9.887735357848962,0.0392954485263867,0.3027417316573001,5.646158953657256,0.35829507129231253,0.007999020550927077,1.9370726794759043e-05,0.005356054902255796,0.5782179743720827,0.011463614502861985,0.004534426598992156,2.058203796414561e-05
39,10.192582852690926,0.037876659344549854,0.30695989644485183,5.9510097677083325,0.37764035452830774,0.00822042386380148,2.074292811715363e-05,0.005735472035002819,0.5839534464070856,0.011364246138263381,0.005076601589339577,2.175421962023208e-05
40,10.501331056050592,0.036637552681385896,0.31054151119965734,6.259760471530587,0.3972331177405249,0.008452953242583036,2.2188942026473353e-05,0.006135298534534961,0.5900887449416206,0.011308814308129772,0.005597092177036314,2.3033194921852074e-05
41,10.813338465576763,0.035562568266392855,0.31347703385341397,6.571769744057123,0.4170326638498929,0.008695392065736857,2.3701949369209967e-05,0.006553648887677416,0.596642393829298,0.011292533999961274,0.006098250131512453,2.4406765513207653e-05
42,11.12795592708619,0.034637171225162855,0.3157606287688225,6.886388575368241,0.43699780785659914,0.008937920966747392,2.5224989748279358e-05,0.006974773400716092,0.6036171672300141,0.01130240647287016,0.00657343546062461,2.5813440383360483e-05
43,11.44453027836559,0.0338477585784137,0.31739005634687534,7.20296391792609,0.4570871085408601,0.009177443475918458,2.6732326273571932e-05,0.007391555758506965,0.611008722988521,0.011332513527381828,0.007022373424455081,2.7223680668559636e-05
44,11.76240787324207,0.03318181380439355,0.31836653978066237,7.520842215989859,0.4772590924332482,0.009419758106433723,2.8249249755415896e-05,0.0078109889340074075,0.6188197119225284,0.011386150246140411,0.007453365966727049,2.8659592181293254e-05
45,12.080937963386042,0.0326279206160614,0.3186946126879742,7.839372792224177,0.4974724687227575,0.009668166783380783,2.978948461013333e-05,0.008236867763007596,0.627056579685536,0.011464391330411744,0.007871942236349821,3.013223244623944e-05
46,12.399475920513378,0.0321755596079506,0.31838195120786156,8.157911074172095,0.517686334002964,0.009919070476818628,3.132495040128867e-05,0.008661427933882998,0.635718007619419,0.011561655797369598,0.008276485156267638,3.161129108649966e-05
47,12.717386285641894,0.031814932375805405,0.31743919394003617,8.475821646746043,0.5378603659776008,0.010167467421207978,3.281603654721692e-05,0.00907371702072023,0.6447917246401391,0.011671181548132015,0.008663753294283955,3.305529641179254e-05
48,13.034045634683087,0.03153693857143825,0.31587975285995457,8.79248112014604,0.5579550054534779,0.010412439514404737,3.4247334276351356e-05,0.009469474459248155,0.6542611990993873,0.011790488304340561,0.009034390724468912,3.4447288104408885e-05
49,13.348845252351087,0.03133322887270885,0.31371961806921217,9.107280805610621,0.5779316261388148,0.01065780880023793,3.56350626927908e-05,0.00985318487273048,0.6641143839721177,0.01192201298606907,0.009393604614406796,3.580219286890465e-05
50,13.661193609247555,0.0311961538340247,0.3109771589326471,9.419629194111552,0.5977526919367391,0.010903227049648197,3.696907663560012e-05,0.010222043098535132,0.6743364270706529,0.012064171645186167,0.009742282454110233,3.710878751461672e-05
51,13.970518639694014,0.031118652367466047,0.30767292385479034,9.72895423550527,0.6173819015761296,0.011147699545045402,3.8234885038414565e-05,0.010572042320198061,0.6849084693908509,0.012214871590280181,0.010080527499810615,3.8351683441396154e-05
52,14.27626981994786,0.0310941957665967,0.30382944062081135,10.034705417743073,0.6367843205545473,0.011390015303411303,3.9416537292135e-05,0.01089877215400137,0.6958072415448522,0.012371925633576832,0.010408104973245767,3.9514182797489976e-05
53,14.577920048061976,0.031116726972289052,0.29947101892377515,10.336355647515365,0.65592650048053,0.01162730963281262,4.0486783547377966e-05,0.011194697947739059,0.7070019394925912,0.012531598103356262,0.010723021162268979,4.0568413121928514e-05
54,14.87496732818059,0.031180647178466,0.2946235563982403,10.633402935176374,0.6747765859958784,0.01186058303156071,4.144570619271695e-05,0.011459842482059866,0.718461781974651,0.012694117594968787,0.011027048468152629,4.151393903129716e-05
55,15.166936263247305,0.03128082054798705,0.28931434919063714,10.925371887970812,0.6933044095331282,0.012090840591590931,4.2294409388515016e-05,0.011694511060094032,0.730156293034745,0.012859801471984844,0.011321879711197035,4.235143332732195e-05
56,15.453379361040541,0.031412518566614,0.28357190783451536,11.211815016483389,0.7114815742204823,0.012316923068099214,4.30197282535086e-05,0.01189506355890882,0.742051356593654,0.013026875897991709,0.01160697023820672,4.306737145526982e-05
57,15.73387815907899,0.03157139369159965,0.27742577895780735,11.492313859879548,0.7292815252875594,0.012540321249254034,4.362788285143164e-05,0.012063219841842734,0.7541145764354967,0.01319628883673499,0.011884353661773081,4.366767435233545e-05
58,16.008044174386463,0.0317534336127863,0.27090637312311444,11.76647993592001,0.7466796103516049,0.01275765056178254,4.409208407886709e-05,0.012191572654113646,0.7663061490896104,0.013364167030510556,0.01215113409305453,4.412530281942771e-05
59,16.275519684267927,0.03195493519229935,0.26404479892887767,12.033955521946005,0.7636531289774063,0.012970156557832103,4.441892603762355e-05,0.012281945281532772,0.7785880943711431,0.01353132849636672,0.01240898461929748,4.4446643167350685e-05
60,16.535978344331745,0.0321724912127724,0.25687270331871837,12.294414273069805,0.7801813719065502,0.01317506446313145,4.4588560713446574e-05,0.012328849698009302,0.7909169440691524,0.013694613625577418,0.012655515300685486,4.4611673377117314e-05
61,16.789125649865895,0.03240298029113685,0.24942211793692362,12.547561683697625,0.7962456503448341,0.013374913319764436,4.4618700234291665e-05,0.012337183351675702,0.803254127420828,0.013856229004619046,0.012893597634909826,4.463796100835695e-05
62,17.034699246474514,0.032643564504749104,0.24172531124628632,12.79313539828923,0.81182931568251,0.013568876155017118,4.4505110671559483e-05,0.0123057755505765,0.8155599029714046,0.014015051197687263,0.013122701112346976,4.452115093220613e-05
63,17.272469095549845,0.03289169425432725,0.23381464606979135,13.030905376947269,0.8269177700022863,0.01376313813976367,4.42900988427021e-05,0.012246324236632713,0.8278062272080372,0.014177016659248753,0.013349259620278588,4.430344930272863e-05
64,17.502237499799218,0.033145131176741754,0.22572244216168352,13.260673921063006,0.8414984677067591,0.013963375791355741,4.4010428069685676e-05,0.0121689945612569,0.8399752217692942,0.01434759905914143,0.013579152523570052,4.402153568443021e-05
65,17.723838993911556,0.03340175709366135,0.2174808434023495,13.482275563845024,0.855560908571561,0.014149360293331196,4.3540621049457554e-05,0.012039091733114805,0.8520143135024089,0.014506396092916613,0.013792324493745782,4.3549862141223056e-05
66,17.93714010468814,0.0336592985881214,0.20912168922117516,13.695576830156785,0.8690966225050856,0.014280385998815339,4.2646065686323424e-05,0.011791744914958756,0.8638060584173677,0.014612566135960178,0.013948205861670514,4.2653757436032263e-05
67,18.142038984242404,0.03391532831943225,0.20067638988164438,13.900475869708195,0.8820991462714852,0.014327030894773288,4.119160121899071e-05,0.01138958181478422,0.8751956402321519,0.014636600410912384,0.014017461378634199,4.119801171156707e-05
68,18.338464919492882,0.034167853253669306,0.19217580532133421,14.096901967309686,0.8945639924122779,0.014346766552336996,3.955549037578893e-05,0.010937193032720777,0.8861328332648726,0.014635974279986079,0.014057558824687927,3.95608483083292e-05
69,18.52637772122032,0.03441653086270355,0.18365012730737285,14.28481493362404,0.9064886105845559,0.014557694541223725,3.8920323260603534e-05,0.010761567720512004,0.8968944009853846,0.014828989291581614,0.014286399790865816,3.892482886191167e-05
70,18.705766997795003,0.0346630528141978,0.17512876478276826,14.464204379669109,0.9178723415222358,0.015154028908624873,4.0217373764625544e-05,0.011120205462097417,0.9080146064474821,0.015410218671471906,0.014897839145777855,4.0221205184724544e-05
71,18.87665131856402,0.03490946587697235,0.16664023232365682,14.635088878222323,0.9287163638203002,0.01607430138579849,4.305703065103453e-05,0.011905377766075724,0.9199199842135578,0.01631860976349212,0.015829993008104858,4.3060346046409956e-05
72,19.039077267290413,0.035156733670010154,0.15821204185126334,14.79751501530978,0.9390236337440045,0.01721356048564671,4.687928241939878e-05,0.012962240037611256,0.9328822242511691,0.01745007912774081,0.01697704184355262,4.68822326029324e-05
73,19.193118388759633,0.03540384917827375,0.14987059774937314,14.9515563351101,0.9487988182743775,0.018237970733760607,4.985049423341748e-05,0.013783787611470017,0.9466660118626391,0.01847217719345304,0.018003764274068176,4.9853234500686114e-05
74,19.338874031795832,0.0356474845324527,0.14164109568096891,15.09731218182527,0.9580482216154322,0.01884184839465567,5.028474912478109e-05,0.013903860186152445,0.9605698720487915,0.019080568200498166,0.018603128588813186,5.028743969870008e-05
75,19.47646808946474,0.035883869083620845,0.13354742580752754,15.23490644256952,0.9667797054201595,0.019051288817656886,4.847125262242906e-05,0.013402423821138288,0.9739722958699298,0.0193118785715453,0.018790699063768478,4.847427555832666e-05
76,19.60604765071572,0.03610682995290915,0.12561208036726787,15.364486195656918,0.9750026030132951,0.017870264021731704,4.011375764855068e-05,0.011091555344198608,0.9850638512141284,0.018140265216507072,0.01760026282695634,4.0116810049117756e-05
77,19.727781562594586,0.03630529959560405,0.1178560676605704,15.486220269670838,0.9827276279524653,0.0140839478198889,2.3377645099391267e-05,0.006463977937661494,0.9915278291517899,0.01462836335198113,0.013539532287796672,2.3389288818121114e-05
78,19.841858877028848,0.036480480993013,0.11029883025716145,15.600297718629703,0.9899667772649524,0.013455069289325553,1.996837775179026e-05,0.005521306901943851,0.9970491360537338,0.012853411301931465,0.014056727276719642,1.9981686862116812e-05
79,19.948487237434897,0.03665428254436115,0.10295817528621821,15.706926221401392,0.996733229877419,0.010181098108505843,1.0672104814972649e-05,0.0029508639462659343,0.9999999999999997,0.018682826721158657,0.00167936949585303,1.3152689496224464e-05
