source,operator_part,omega_rad_s,speed_mps,row_dof,col_dof,row_index,col_index,added_mass_coefficient,damping_coefficient,added_mass_value,damping_value,dynamic_operator_real,dynamic_operator_imag,active_station_count,clipped_station_count,max_added_clip_per_m,max_damping_clip_per_m,max_condition_number,max_residual_norm,section_solver,status
pressure_raw_pdstrip_step,total,1.0,2.0,pitch,heave,4,2,A53,B53,276.6762199136407,-1349.7442362894226,-276.6762199136407,-1349.7442362894226,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_raw_pdstrip_step,total,1.0,2.0,pitch,pitch,4,4,A55,B55,15023.910557928179,8123.869507667057,-15023.910557928179,8123.869507667057,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_clipped_pdstrip_step,main_radiation,1.0,2.0,heave,heave,2,2,A33,B33,1535.513934983071,31.261364640954913,-1535.513934983071,31.261364640954913,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_clipped_pdstrip_step,main_radiation,1.0,2.0,heave,pitch,2,4,A35,B35,176.43401074680884,3106.623564219843,-176.43401074680884,3106.623564219843,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_clipped_pdstrip_step,main_radiation,1.0,2.0,pitch,heave,4,2,A53,B53,238.95674002871897,35.59569425370059,-238.95674002871897,35.59569425370059,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_clipped_pdstrip_step,main_radiation,1.0,2.0,pitch,pitch,4,4,A55,B55,12298.267335008817,627.2103438183835,-12298.267335008817,627.2103438183835,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_clipped_pdstrip_step,forward_gradient,1.0,2.0,heave,heave,2,2,A33,B33,-5.293053648524989,359.72854020977786,5.293053648524989,359.72854020977786,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_clipped_pdstrip_step,forward_gradient,1.0,2.0,heave,pitch,2,4,A35,B35,-744.2603298165438,1675.1018321259692,744.2603298165438,1675.1018321259692,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_clipped_pdstrip_step,forward_gradient,1.0,2.0,pitch,heave,4,2,A53,B53,37.71947988492172,-1385.3399305431233,-37.71947988492172,-1385.3399305431233,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_clipped_pdstrip_step,forward_gradient,1.0,2.0,pitch,pitch,4,4,A55,B55,2725.643222919362,7496.659163848673,-2725.643222919362,7496.659163848673,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_clipped_pdstrip_step,total,1.0,2.0,heave,heave,2,2,A33,B33,1530.220881334546,390.9899048507328,-1530.220881334546,390.9899048507328,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_clipped_pdstrip_step,total,1.0,2.0,heave,pitch,2,4,A35,B35,-567.8263190697351,4781.725396345812,567.8263190697351,4781.725396345812,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_clipped_pdstrip_step,total,1.0,2.0,pitch,heave,4,2,A53,B53,276.6762199136407,-1349.7442362894226,-276.6762199136407,-1349.7442362894226,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_clipped_pdstrip_step,total,1.0,2.0,pitch,pitch,4,4,A55,B55,15023.910557928179,8123.869507667057,-15023.910557928179,8123.869507667057,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
force_pdstrip_step,main_radiation,1.0,2.0,heave,heave,2,2,A33,B33,1535.513934983071,31.261364640954913,-1535.513934983071,31.261364640954913,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
force_pdstrip_step,main_radiation,1.0,2.0,heave,pitch,2,4,A35,B35,176.43401074680884,3106.623564219843,-176.43401074680884,3106.623564219843,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
force_pdstrip_step,main_radiation,1.0,2.0,pitch,heave,4,2,A53,B53,238.95674002871897,35.59569425370059,-238.95674002871897,35.59569425370059,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
force_pdstrip_step,main_radiation,1.0,2.0,pitch,pitch,4,4,A55,B55,12298.267335008817,627.2103438183835,-12298.267335008817,627.2103438183835,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
force_pdstrip_step,forward_gradient,1.0,2.0,heave,heave,2,2,A33,B33,-5.293053648524989,359.72854020977786,5.293053648524989,359.72854020977786,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
force_pdstrip_step,forward_gradient,1.0,2.0,heave,pitch,2,4,A35,B35,-744.2603298165438,1675.1018321259692,744.2603298165438,1675.1018321259692,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
force_pdstrip_step,forward_gradient,1.0,2.0,pitch,heave,4,2,A53,B53,37.71947988492172,-1385.3399305431233,-37.71947988492172,-1385.3399305431233,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
force_pdstrip_step,forward_gradient,1.0,2.0,pitch,pitch,4,4,A55,B55,2725.643222919362,7496.659163848673,-2725.643222919362,7496.659163848673,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
force_pdstrip_step,total,1.0,2.0,heave,heave,2,2,A33,B33,1530.220881334546,390.9899048507328,-1530.220881334546,390.9899048507328,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
force_pdstrip_step,total,1.0,2.0,heave,pitch,2,4,A35,B35,-567.8263190697351,4781.725396345812,567.8263190697351,4781.725396345812,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
force_pdstrip_step,total,1.0,2.0,pitch,heave,4,2,A53,B53,276.6762199136407,-1349.7442362894226,-276.6762199136407,-1349.7442362894226,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
force_pdstrip_step,total,1.0,2.0,pitch,pitch,4,4,A55,B55,15023.910557928179,8123.869507667057,-15023.910557928179,8123.869507667057,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_raw_minus_force_pdstrip_step,main_radiation,1.0,2.0,heave,heave,2,2,A33,B33,-0.0,0.0,0.0,0.0,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_raw_minus_force_pdstrip_step,main_radiation,1.0,2.0,heave,pitch,2,4,A35,B35,-0.0,0.0,0.0,0.0,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_raw_minus_force_pdstrip_step,main_radiation,1.0,2.0,pitch,heave,4,2,A53,B53,-0.0,0.0,0.0,0.0,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_raw_minus_force_pdstrip_step,main_radiation,1.0,2.0,pitch,pitch,4,4,A55,B55,-0.0,0.0,0.0,0.0,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_raw_minus_force_pdstrip_step,forward_gradient,1.0,2.0,heave,heave,2,2,A33,B33,-0.0,0.0,0.0,0.0,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_raw_minus_force_pdstrip_step,forward_gradient,1.0,2.0,heave,pitch,2,4,A35,B35,-0.0,0.0,0.0,0.0,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_raw_minus_force_pdstrip_step,forward_gradient,1.0,2.0,pitch,heave,4,2,A53,B53,-0.0,0.0,0.0,0.0,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_raw_minus_force_pdstrip_step,forward_gradient,1.0,2.0,pitch,pitch,4,4,A55,B55,-0.0,0.0,0.0,0.0,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_raw_minus_force_pdstrip_step,total,1.0,2.0,heave,heave,2,2,A33,B33,-0.0,0.0,0.0,0.0,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_raw_minus_force_pdstrip_step,total,1.0,2.0,heave,pitch,2,4,A35,B35,-0.0,0.0,0.0,0.0,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_raw_minus_force_pdstrip_step,total,1.0,2.0,pitch,heave,4,2,A53,B53,-0.0,0.0,0.0,0.0,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_raw_minus_force_pdstrip_step,total,1.0,2.0,pitch,pitch,4,4,A55,B55,-0.0,0.0,0.0,0.0,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_clipped_minus_force_pdstrip_step,main_radiation,1.0,2.0,heave,heave,2,2,A33,B33,-0.0,0.0,0.0,0.0,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_clipped_minus_force_pdstrip_step,main_radiation,1.0,2.0,heave,pitch,2,4,A35,B35,-0.0,0.0,0.0,0.0,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_clipped_minus_force_pdstrip_step,main_radiation,1.0,2.0,pitch,heave,4,2,A53,B53,-0.0,0.0,0.0,0.0,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_clipped_minus_force_pdstrip_step,main_radiation,1.0,2.0,pitch,pitch,4,4,A55,B55,-0.0,0.0,0.0,0.0,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_clipped_minus_force_pdstrip_step,forward_gradient,1.0,2.0,heave,heave,2,2,A33,B33,-0.0,0.0,0.0,0.0,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_clipped_minus_force_pdstrip_step,forward_gradient,1.0,2.0,heave,pitch,2,4,A35,B35,-0.0,0.0,0.0,0.0,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_clipped_minus_force_pdstrip_step,forward_gradient,1.0,2.0,pitch,heave,4,2,A53,B53,-0.0,0.0,0.0,0.0,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_clipped_minus_force_pdstrip_step,forward_gradient,1.0,2.0,pitch,pitch,4,4,A55,B55,-0.0,0.0,0.0,0.0,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_clipped_minus_force_pdstrip_step,total,1.0,2.0,heave,heave,2,2,A33,B33,-0.0,0.0,0.0,0.0,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_clipped_minus_force_pdstrip_step,total,1.0,2.0,heave,pitch,2,4,A35,B35,-0.0,0.0,0.0,0.0,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_clipped_minus_force_pdstrip_step,total,1.0,2.0,pitch,heave,4,2,A53,B53,-0.0,0.0,0.0,0.0,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
pressure_clipped_minus_force_pdstrip_step,total,1.0,2.0,pitch,pitch,4,4,A55,B55,-0.0,0.0,0.0,0.0,6,0,0.0,0.0,8.535205727806785,3.954234653363512e-16,collocation_pressure_transfer_pdstrip_step,experimental_pressure_transfer_gradient_end_term_diagnostic_not_validated
