node_index,xi,eta
0,4.551552116723736,-0.03599205803725876
1,4.548690377862298,-0.03698552082353138
2,4.545682105918113,-0.03792286957487116
3,4.542581140153626,-0.03898136896281788
4,4.539333998639189,-0.04001122656307546
5,4.535986877072903,-0.04116597412903556
6,4.532496445380819,-0.04232954160182915
7,4.528901723074611,-0.0436287446755715
8,4.525159988281527,-0.044955261250567015
9,4.521326878049997,-0.04647181968374111
10,4.517325684712627,-0.04798939163241181
11,4.513229817564578,-0.049706702790641676
12,4.508972873917614,-0.05147165745524171
13,4.504621840817213,-0.053451830408748215
14,4.50014574986917,-0.05558352741869606
15,4.495567722808118,-0.057921418627797025
16,4.490896253461616,-0.060484737721760586
17,4.486145908217764,-0.06330050246651163
18,4.481346456962537,-0.06641502417048162
19,4.476528295689091,-0.06986590538179233
20,4.471738806056033,-0.07370365606413873
21,4.467031070412953,-0.07797142263831813
22,4.462468678907643,-0.08270895318208049
23,4.458132535592668,-0.08795528491034273
24,4.454148436258817,-0.09376158248281684
25,4.4506556041608665,-0.10015299327743593
26,4.447766428935823,-0.10710865781855466
27,4.445601885660853,-0.11458849274622446
28,4.444308571802293,-0.12253221647105711
29,4.443984431766121,-0.13084259947872545
30,4.444634837091897,-0.1394099343267535
31,4.4462146764933825,-0.14814244241344554
32,4.448708699258917,-0.15696015583706166
33,4.452080177875023,-0.16579917552285992
34,4.4562642789522275,-0.17462126711530843
35,4.4611887952345475,-0.18341097355021993
36,4.466819136244733,-0.19214775977859186
37,4.4731408281378675,-0.20080544045932922
38,4.480119307971433,-0.20937797211596562
39,4.487724419785228,-0.21786421627247418
40,4.495943657161433,-0.2262535427460726
41,4.504755730424774,-0.2345481570773321
42,4.514153383316261,-0.24274002743427586
43,4.524126410727684,-0.25082720870106173
44,4.534664683105441,-0.258811018806932
45,4.545758514425212,-0.26669565766643977
46,4.557397912271185,-0.27448933795863534
47,4.569577202786481,-0.2821972302480191
48,4.582295708616145,-0.2898189669800077
49,4.595545862182355,-0.29736787863266717
50,4.609321610332854,-0.3048580107379387
51,4.6236232667688535,-0.3122943271846029
52,4.6384511021452015,-0.31968349566614657
53,4.653803826356685,-0.3270371242567089
54,4.669683323016617,-0.33436203167713596
55,4.686093177066441,-0.34166255658205785
56,4.703037999800573,-0.34894160701414106
57,4.720522920461885,-0.35620157348588666
58,4.738552984790352,-0.3634456712898814
59,4.757135363380768,-0.3706723000887451
60,4.776276406047149,-0.3778821638864642
61,4.795982706293028,-0.3850756256895283
62,4.816261511413169,-0.3922514604343677
63,4.837118740958597,-0.39941238931322476
64,4.858560765242506,-0.4065601944124322
65,4.880593578513103,-0.41369809903847893
66,4.903222879930493,-0.4208306223287671
67,4.92645477833375,-0.4279613595957796
68,4.950294928587862,-0.43509569890470173
69,4.974749567988531,-0.4422373881417742
70,4.99982489458281,-0.4493904815491277
71,5.025527522617917,-0.456557676175731
72,5.051864115050139,-0.4637414789093531
73,5.078841654515349,-0.47094312757230683
74,5.106467347927807,-0.4781628024339506
75,5.134748356392129,-0.4854005548436005
76,5.163691766732976,-0.49265637745254587
77,5.193304540390344,-0.49993037486926617
78,5.22359340502346,-0.507223190094109
79,5.254564717790886,-0.5145365924353468
80,5.286224460859449,-0.5218735466738581
81,5.318578506770181,-0.5292370924437356
82,5.351632496392656,-0.5366308459296478
83,5.385392123572415,-0.544057695652131
84,5.419863060510184,-0.5515200482243231
85,5.455051084187141,-0.5590191578562015
86,5.490961998747735,-0.5665553810912547
87,5.527601597296827,-0.5741282677331382
88,5.564975512975029,-0.5817372070407185
89,5.603089062556614,-0.5893821632912684
90,5.64194716475429,-0.597064088656129
91,5.681554116714741,-0.6047860903480449
92,5.7219132604692415,-0.6125552408261825
93,5.763028503414451,-0.6203747286643639
94,5.804905906938368,-0.6282351535064957
95,5.84754892701216,-0.6361395202235527
96,5.890960324352406,-0.6440934075054008
97,5.935142133480985,-0.6521052050577115
98,5.980099592085929,-0.6601642719431062
99,6.0258362238850385,-0.6682677793234922
100,6.07235367477352,-0.6764219766958356
101,6.119653688807906,-0.6846311582703279
102,6.16773805267057,-0.6928978553570135
103,6.216608548959633,-0.7012230014612076
104,6.266268054094277,-0.7095993318334561
105,6.316717695704019,-0.7180280497796846
106,6.3679565656933805,-0.7265208518673418
107,6.419985719696955,-0.7350759028017483
108,6.472807063859668,-0.7436841807460329
109,6.526420181530575,-0.7523488386274655
110,6.5808241135645185,-0.7610744862421004
111,6.6360179572659055,-0.7698634378392147
112,6.69200020613735,-0.7787197885455324
113,6.748770704226037,-0.7876369972614475
114,6.806329040567484,-0.7966078587063486
115,6.864671730787128,-0.8056426746399268
116,6.923795606561439,-0.8147476721511564
117,6.9836993214117955,-0.8239150314876208
118,7.044380160863398,-0.8331434997405216
119,7.105834440212631,-0.8424359102551776
120,7.168058305323838,-0.851793939370183
121,7.2310466919946395,-0.8612250203785161
122,7.294795754945743,-0.8707261368685886
123,7.359302722137177,-0.8802845976551635
124,7.424561835688246,-0.8899053554803509
125,7.4905664993155305,-0.8995967313873934
126,7.557312111883868,-0.9093510745334319
127,7.62479334385995,-0.9191631942397522
128,7.693003894150466,-0.9290320898981578
129,7.761937209777326,-0.9389560429674413
130,7.831585011163032,-0.9489429013773822
131,7.901939748329013,-0.958993045396987
132,7.9729954066460955,-0.9690936095940327
133,8.044743221457091,-0.9792485350822381
134,8.117172996005975,-0.9894695253058228
135,8.190276253689209,-0.9997537355869591
136,8.264044089668223,-1.0100989263003688
137,8.338467082217068,-1.0205041281049756
138,8.41353566629402,-1.0309670032172684
139,8.489238270364671,-1.0414972592698186
140,8.565564111863251,-1.052096639131853
141,8.642504358498607,-1.0627505013241694
142,8.720047694026396,-1.0734597879230443
143,8.798181446137043,-1.0842330305458356
144,8.876894445453441,-1.0950656627722946
145,8.95617511350434,-1.105953880721817
146,9.03601187216169,-1.1168917021765394
147,9.116392921332672,-1.1278726137179875
148,9.197304133241458,-1.138905060097228
149,9.278732372439016,-1.1499882187203674
150,9.360666301400334,-1.161106037546503
151,9.443092006995002,-1.1722594326506741
152,9.52599453323249,-1.1834551686208603
153,9.609359933032772,-1.1946907318248143
154,9.693173690289386,-1.2059660409170776
155,9.777421837208346,-1.2172752022049098
156,9.86208982751575,-1.2286149330530876
157,9.947160705435824,-1.239998338378357
158,10.03261912051056,-1.2514250054055873
159,10.118451171158718,-1.2628821784751443
160,10.204640534475164,-1.2743737859121846
161,10.291170606100724,-1.2859045210495061
162,10.37802544409782,-1.2974728163410234
163,10.46518882661728,-1.3090779762636533
164,10.552645765585684,-1.3207088725110456
165,10.64038020854726,-1.3323612704496708
166,10.728374102567525,-1.344044982919833
167,10.81661166388883,-1.3557517964553654
168,10.90507776008548,-1.3674676925582532
169,10.993755114153508,-1.3791940165292198
170,11.082626613211767,-1.39093016164829
171,11.171675095391754,-1.4026752492150285
172,11.260883436437313,-1.4144275461830798
173,11.350235810340923,-1.426174953661975
174,11.439714447451687,-1.4379197088897524
175,11.529300328093566,-1.4496732598422537
