iteration,pseudo_time,kinematic_rms,dipole_coefficient,root_thickness,root_s_lambda,root_measured_s_lambda,root_relative_mismatch,root_body_eta,root_resolution_ratio,bem_condition_number,accepted_time_step,maximum_displacement_ratio,kinematic_integral,kinematic_convergence_integral,provisional_matching_surface_shift_panels,final_matching_surface_shift_panels,provisional_matching_surface_root_displacement_ratio,final_matching_surface_root_displacement_ratio,provisional_matching_surface_trigger_code,final_matching_surface_trigger_code,rk2_rejected_attempt_count,jet_point_count,shallow_jet_panel_count_per_side,boundary_panel_count,jet_tip_thickness,jet_tip_s_lambda
0,0.0,0.1787377479457879,7.925554203820876,0.0325880098632689,0.4629012745027462,6.910377878616591,13.928405384149777,0.4493579220777965,1.9728258027287624,48425.05447000863,,,0.5899863879081232,0.6013657516981749,,,,,,,,487.0,256.0,680.0,4.05818970160227e-06,0.0044481378457908
1,0.0008084133711805,0.1781940858587042,7.930431318496412,0.0299556010508437,0.6429384578261214,6.297602582990401,8.795031711563206,0.4504453621905682,1.7953374106731388,48941.90728600305,0.0008084133711805,0.2469473393648147,0.61487085788326,0.6268983169481391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482.0,256.0,680.0,9.137783876358754e-06,0.0078032571825213
2,0.0016227874591169,0.1785565119474685,7.934704946350623,0.0275610552918492,0.8163908350577896,5.9589116841295,6.299091842092628,0.4516051371764265,1.6516599528890736,49915.64660893083,0.0008143740879363,0.2466021192092623,0.6365940058764479,0.6488285514705723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.0,256.0,680.0,8.234227109669468e-07,0.0005992735866919
3,0.0024357814817009,0.1787790720958134,7.938927218296252,0.0254249413961676,0.9791809464110632,5.754842012716756,4.877199749249261,0.4528147169076482,1.5235562743084563,50892.06355385519,0.000812994022584,0.2462688779465948,0.6549104281262029,0.6672188585684578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.0,256.0,680.0,2.1864266654861952e-06,0.0014359958383089
4,0.0032487202966075,0.1788840326384092,7.943098689790444,0.0235357278116631,1.131199940832992,5.622600994327835,3.9704749720791774,0.4540640695630964,1.4102598881891726,51838.81976239953,0.0008129388149066,0.2460201120516697,0.66980996037252,0.682082778048388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.0,256.0,680.0,3.1574620195459943e-06,0.0019363818862147
5,0.0040628540743345,0.1788839425270204,7.947220724321879,0.0218779187146065,1.2728719113672136,5.528647398166358,3.343443632303853,0.4553444476979535,1.3108372011050249,52728.337350280046,0.0008141337777269,0.245857810118283,0.6813306886615368,0.6934840693377922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.0,256.0,680.0,3.727175267744082e-06,0.0021827314161192
6,0.0048793241256302,0.1787877522231518,7.951294688001952,0.0204334896756363,1.4049761676440604,5.454645864593616,2.882376078834319,0.4566484485499573,1.2242051909463731,53539.96846056237,0.0008164700512956,0.2457800504299699,0.6895927164115963,0.7015713324147689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.0,256.0,680.0,3.937657636141168e-06,0.0022347524578345
7,0.005699154921806,0.1786031321939366,7.955322137951486,0.0191831123251056,1.5284899180343432,5.3904620801974925,2.526658577591204,0.4579699926560425,1.1492041706550231,54262.05970124331,0.0008198307961757,0.2457808992238842,0.6947932793799058,0.706571232671326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.0,256.0,680.0,3.848473265863839e-06,0.0021368927892555
8,0.006523248726463,0.1783373736645813,7.959304911214387,0.0181071414948796,1.6444618078540427,5.33060351888536,2.241548993978513,0.4593042162968281,1.0846565502637435,54891.58364064268,0.0008240938046569,0.2458513275754471,0.6971902898856661,0.7087697057897571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.0,256.0,680.0,3.520409702826527e-06,0.00192354936927
9,0.0073523842493121,0.1779977140489559,7.963245123893488,0.0171863355162999,1.7539227831821762,5.2722818154885,2.005994258152515,0.4606473176713401,1.029409658101197,55432.2766065504,0.0008291355228491,0.245980468447237,0.6970824648777902,0.7084901385383646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.0,256.0,680.0,3.0078621247043844e-06,0.0016225041346925
