route,configuration,frequency_index,omega_0_rad_s,omega_e_rad_s,total_mass_determinant,total_mass_condition_number,symmetric_mass_min_eigenvalue,symmetric_mass_max_eigenvalue,symmetric_mass_positive_definite,harmonic_operator_condition_number,harmonic_operator_min_singular_value,system_max_pole_real_1_s,system_asymptotically_stable,response_calibration_used,pole_index,pole_real_1_s,pole_imag_rad_s,damped_natural_frequency_rad_s,pole_magnitude_rad_s,modal_damping_ratio,pole_stable
faltinsen_ch9,FnB=2.82,0,4.082523807148589,13.855,1858.6902451697729,5.5113563420945315,18.364295145494204,101.21217451821528,True,14.380404700616237,1389.3130150951347,-0.5020157402252722,True,False,0,-0.5020157402252722,-11.25165547654533,11.25165547654533,11.262849140706203,0.044572712814813994,True
faltinsen_ch9,FnB=2.82,0,4.082523807148589,13.855,1858.6902451697729,5.5113563420945315,18.364295145494204,101.21217451821528,True,14.380404700616237,1389.3130150951347,-0.5020157402252722,True,False,1,-6.0114445341689775,-2.369717516996687,2.369717516996687,6.461658184843192,0.9303253688456843,True
faltinsen_ch9,FnB=2.82,0,4.082523807148589,13.855,1858.6902451697729,5.5113563420945315,18.364295145494204,101.21217451821528,True,14.380404700616237,1389.3130150951347,-0.5020157402252722,True,False,2,-6.0114445341689775,2.369717516996687,2.369717516996687,6.461658184843192,0.9303253688456843,True
faltinsen_ch9,FnB=2.82,0,4.082523807148589,13.855,1858.6902451697729,5.5113563420945315,18.364295145494204,101.21217451821528,True,14.380404700616237,1389.3130150951347,-0.5020157402252722,True,False,3,-0.5020157402252722,11.25165547654533,11.25165547654533,11.262849140706203,0.044572712814813994,True
faltinsen_ch9,FnB=2.82,1,3.7696685675835337,12.101749999999997,1858.6902451697729,5.5113563420945315,18.364295145494204,101.21217451821528,True,31.684058736532336,492.4442692659342,-0.5020157402252722,True,False,0,-0.5020157402252722,-11.25165547654533,11.25165547654533,11.262849140706203,0.044572712814813994,True
faltinsen_ch9,FnB=2.82,1,3.7696685675835337,12.101749999999997,1858.6902451697729,5.5113563420945315,18.364295145494204,101.21217451821528,True,31.684058736532336,492.4442692659342,-0.5020157402252722,True,False,1,-6.0114445341689775,-2.369717516996687,2.369717516996687,6.461658184843192,0.9303253688456843,True
faltinsen_ch9,FnB=2.82,1,3.7696685675835337,12.101749999999997,1858.6902451697729,5.5113563420945315,18.364295145494204,101.21217451821528,True,31.684058736532336,492.4442692659342,-0.5020157402252722,True,False,2,-6.0114445341689775,2.369717516996687,2.369717516996687,6.461658184843192,0.9303253688456843,True
faltinsen_ch9,FnB=2.82,1,3.7696685675835337,12.101749999999997,1858.6902451697729,5.5113563420945315,18.364295145494204,101.21217451821528,True,31.684058736532336,492.4442692659342,-0.5020157402252722,True,False,3,-0.5020157402252722,11.25165547654533,11.25165547654533,11.262849140706203,0.044572712814813994,True
faltinsen_ch9,FnB=2.82,2,3.45571905885522,10.457749999999999,1858.6902451697729,5.5113563420945315,18.364295145494204,101.21217451821528,True,27.27558214831528,445.45519160702605,-0.5020157402252722,True,False,0,-0.5020157402252722,-11.25165547654533,11.25165547654533,11.262849140706203,0.044572712814813994,True
faltinsen_ch9,FnB=2.82,2,3.45571905885522,10.457749999999999,1858.6902451697729,5.5113563420945315,18.364295145494204,101.21217451821528,True,27.27558214831528,445.45519160702605,-0.5020157402252722,True,False,1,-6.0114445341689775,-2.369717516996687,2.369717516996687,6.461658184843192,0.9303253688456843,True
faltinsen_ch9,FnB=2.82,2,3.45571905885522,10.457749999999999,1858.6902451697729,5.5113563420945315,18.364295145494204,101.21217451821528,True,27.27558214831528,445.45519160702605,-0.5020157402252722,True,False,2,-6.0114445341689775,2.369717516996687,2.369717516996687,6.461658184843192,0.9303253688456843,True
faltinsen_ch9,FnB=2.82,2,3.45571905885522,10.457749999999999,1858.6902451697729,5.5113563420945315,18.364295145494204,101.21217451821528,True,27.27558214831528,445.45519160702605,-0.5020157402252722,True,False,3,-0.5020157402252722,11.25165547654533,11.25165547654533,11.262849140706203,0.044572712814813994,True
faltinsen_ch9,FnB=2.82,3,3.140737505839157,8.924499999999998,1858.6902451697729,5.5113563420945315,18.364295145494204,101.21217451821528,True,8.942709282252817,1066.0175224438694,-0.5020157402252722,True,False,0,-0.5020157402252722,-11.25165547654533,11.25165547654533,11.262849140706203,0.044572712814813994,True
faltinsen_ch9,FnB=2.82,3,3.140737505839157,8.924499999999998,1858.6902451697729,5.5113563420945315,18.364295145494204,101.21217451821528,True,8.942709282252817,1066.0175224438694,-0.5020157402252722,True,False,1,-6.0114445341689775,-2.369717516996687,2.369717516996687,6.461658184843192,0.9303253688456843,True
faltinsen_ch9,FnB=2.82,3,3.140737505839157,8.924499999999998,1858.6902451697729,5.5113563420945315,18.364295145494204,101.21217451821528,True,8.942709282252817,1066.0175224438694,-0.5020157402252722,True,False,2,-6.0114445341689775,2.369717516996687,2.369717516996687,6.461658184843192,0.9303253688456843,True
faltinsen_ch9,FnB=2.82,3,3.140737505839157,8.924499999999998,1858.6902451697729,5.5113563420945315,18.364295145494204,101.21217451821528,True,8.942709282252817,1066.0175224438694,-0.5020157402252722,True,False,3,-0.5020157402252722,11.25165547654533,11.25165547654533,11.262849140706203,0.044572712814813994,True
faltinsen_ch9,FnB=2.82,4,2.827761828840002,7.516249999999999,1858.6902451697729,5.5113563420945315,18.364295145494204,101.21217451821528,True,4.902174098683004,1567.340770197906,-0.5020157402252722,True,False,0,-0.5020157402252722,-11.25165547654533,11.25165547654533,11.262849140706203,0.044572712814813994,True
faltinsen_ch9,FnB=2.82,4,2.827761828840002,7.516249999999999,1858.6902451697729,5.5113563420945315,18.364295145494204,101.21217451821528,True,4.902174098683004,1567.340770197906,-0.5020157402252722,True,False,1,-6.0114445341689775,-2.369717516996687,2.369717516996687,6.461658184843192,0.9303253688456843,True
faltinsen_ch9,FnB=2.82,4,2.827761828840002,7.516249999999999,1858.6902451697729,5.5113563420945315,18.364295145494204,101.21217451821528,True,4.902174098683004,1567.340770197906,-0.5020157402252722,True,False,2,-6.0114445341689775,2.369717516996687,2.369717516996687,6.461658184843192,0.9303253688456843,True
faltinsen_ch9,FnB=2.82,4,2.827761828840002,7.516249999999999,1858.6902451697729,5.5113563420945315,18.364295145494204,101.21217451821528,True,4.902174098683004,1567.340770197906,-0.5020157402252722,True,False,3,-0.5020157402252722,11.25165547654533,11.25165547654533,11.262849140706203,0.044572712814813994,True
