component,sigma,omega_rad_s,coefficient,value_dimensional,value_nondimensional,harmonic_fit_residual_nrmse,restoring_subtraction,diagnostic_zero_restoring_component,target_identifier,beam_m,deadrise_deg,trim_deg,fn_b,mean_wetted_length_over_b,lcg_from_transom_m,rho_water_kg_m3,gravity_m_s2,matrix_coordinate_contract,response_calibration_used
raw_bem,1.4,7.774541989381373,A35,17.538996806747775,1.7151269419971344,0.040411946911086565,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,False,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
raw_bem,1.4,7.774541989381373,A55,-2.3522014430533242,-0.7233340545468847,0.07396858969831507,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,False,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
raw_bem,1.4,7.774541989381373,B35,-242.52194495133418,-4.270667743233286,0.040411946911086565,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,False,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
raw_bem,1.4,7.774541989381373,B55,47.197945682299526,2.613609610476795,0.07396858969831507,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,False,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
resolved_station_bem,1.4,7.774541989381373,A35,16.56097842199921,1.6194871685292798,0.14035731174185845,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,False,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
resolved_station_bem,1.4,7.774541989381373,A55,-1.9299461722810287,-0.5934847944150462,0.18367126445992601,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,False,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
resolved_station_bem,1.4,7.774541989381373,B35,-215.3430413639227,-3.792063356028255,0.14035731174185845,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,False,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
resolved_station_bem,1.4,7.774541989381373,B55,35.44622257417237,1.962852124932629,0.18367126445992601,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,False,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
transom_extrapolation,1.4,7.774541989381373,A35,0.9780183847485726,0.09563977346785539,0.2705148492856118,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,False,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
transom_extrapolation,1.4,7.774541989381373,A55,-0.42225527077229613,-0.12984926013183878,0.27064409275410267,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,False,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
transom_extrapolation,1.4,7.774541989381373,B35,-27.178903587411572,-0.47860438720503307,0.2705148492856118,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,False,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
transom_extrapolation,1.4,7.774541989381373,B55,11.751723108127152,0.6507574855441659,0.27064409275410267,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,False,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
pre_chine_bem,1.4,7.774541989381373,A35,-0.3940726159091594,-0.03853610147126858,0.19260327924816237,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,False,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
pre_chine_bem,1.4,7.774541989381373,A55,-0.8877129886306175,-0.2729838625158775,0.18699561781656981,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,False,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
pre_chine_bem,1.4,7.774541989381373,B35,2.9410869708087253,0.05179079880295766,0.19260327924816237,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,False,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
pre_chine_bem,1.4,7.774541989381373,B55,2.599405221328279,0.14394335113053483,0.18699561781656981,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,False,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
post_chine_bem,1.4,7.774541989381373,A35,17.933069422656935,1.753663043468403,0.02334832545868752,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,False,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
post_chine_bem,1.4,7.774541989381373,A55,-1.4644884544227075,-0.45035019203100757,0.016309926554210076,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,False,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
post_chine_bem,1.4,7.774541989381373,B35,-245.46303192214307,-4.322458542036247,0.02334832545868752,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,False,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
post_chine_bem,1.4,7.774541989381373,B55,44.59854046097122,2.4696662593462593,0.016309926554210076,external:sun2007_fig7_4_troesch_restoring/restoring_matrices.csv,False,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
