component,sigma,omega_rad_s,coefficient,value_dimensional,value_nondimensional,harmonic_fit_residual_nrmse,restoring_subtraction,restoring_matrices_sha256,target_identifier,beam_m,deadrise_deg,trim_deg,fn_b,mean_wetted_length_over_b,lcg_from_transom_m,rho_water_kg_m3,gravity_m_s2,matrix_coordinate_contract,response_calibration_used
front,0.85,4.720257636410119,A53,-15.17557079732883,-1.4840090697017432,0.07946407801951245,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
front,0.85,4.720257636410119,A55,-4.39350576425979,-1.3510629999494899,0.18809036903670173,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
front,0.85,4.720257636410119,B33,38.60240691259712,0.2161654327264628,0.09735447331548182,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
front,0.85,4.720257636410119,B35,17.047784238657556,0.30020137870923475,0.2150608911401861,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
front,0.85,4.720257636410119,B53,24.025789596849066,0.42307991822167973,0.07946407801951245,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
front,0.85,4.720257636410119,B55,10.662890406028724,0.5904628355701711,0.18809036903670173,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_aft_post_chine,0.85,4.720257636410119,A33,-15.856550777327065,-0.4930913257416533,0.010542446845834831,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_aft_post_chine,0.85,4.720257636410119,A35,17.85190636479083,1.7457261615147286,0.010349990200112508,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_aft_post_chine,0.85,4.720257636410119,A53,5.7370747912694595,0.5610247639119912,0.01112668483010088,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_aft_post_chine,0.85,4.720257636410119,A55,-6.3138598270353485,-1.9415980897460223,0.011149311361085027,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_aft_post_chine,0.85,4.720257636410119,B33,59.745156728831766,0.33456042486780174,0.010542446845834831,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_aft_post_chine,0.85,4.720257636410119,B35,-110.23685864374201,-1.9412057594196965,0.010349990200112508,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_aft_post_chine,0.85,4.720257636410119,B53,-20.50282978149286,-0.3610426834173492,0.01112668483010088,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_aft_post_chine,0.85,4.720257636410119,B55,39.17510485376457,2.1693408273833747,0.011149311361085027,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_forward_post_chine,0.85,4.720257636410119,A33,-21.221988305979306,-0.6599403928143052,0.03241571625948583,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_forward_post_chine,0.85,4.720257636410119,A35,18.435330042517172,1.802778778565353,0.07274610535623145,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_forward_post_chine,0.85,4.720257636410119,A53,-2.7618816020419805,-0.27008258217174386,0.031285453846000066,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_forward_post_chine,0.85,4.720257636410119,A55,1.9717385361614752,0.6063365168319416,0.07293571098800256,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_forward_post_chine,0.85,4.720257636410119,B33,106.50347771703409,0.5963972764626492,0.03241571625948583,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_forward_post_chine,0.85,4.720257636410119,B35,-50.725009323153905,-0.8932373568712358,0.07274610535623145,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_forward_post_chine,0.85,4.720257636410119,B53,12.284567773211267,0.21632395921591385,0.031285453846000066,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_forward_post_chine,0.85,4.720257636410119,B55,-4.843971117886568,-0.26823729896634646,0.07293571098800256,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_middle_post_chine,0.85,4.720257636410119,A33,-11.017509569021307,-0.34261161056085904,0.0357239961875008,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_middle_post_chine,0.85,4.720257636410119,A35,18.409073036016814,1.8002111231993614,0.0199495929501033,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_middle_post_chine,0.85,4.720257636410119,A53,1.2632042773388095,0.12352791400681902,0.0270742027432637,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_middle_post_chine,0.85,4.720257636410119,A55,-2.093260122085208,-0.6437060634414701,0.017498884982535174,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_middle_post_chine,0.85,4.720257636410119,B33,87.62688277241519,0.4906922792627433,0.0357239961875008,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_middle_post_chine,0.85,4.720257636410119,B35,-85.31336579609838,-1.502317818889218,0.0199495929501033,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_middle_post_chine,0.85,4.720257636410119,B53,-9.725732223528974,-0.1712643814343665,0.0270742027432637,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_middle_post_chine,0.85,4.720257636410119,B55,10.520588438436233,0.5825827936591739,0.017498884982535174,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_pre_chine,0.85,4.720257636410119,A33,-50.78592071481348,-1.5792903088410006,0.04084061871598601,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_pre_chine,0.85,4.720257636410119,A35,-3.5542497180764667,-0.3475677381794926,0.17970715747312016,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_pre_chine,0.85,4.720257636410119,A53,-21.09744100406175,-2.0631048555376905,0.05026610820503359,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_pre_chine,0.85,4.720257636410119,A55,-3.3514806135261166,-1.0306260410121555,0.17143551327164022,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_pre_chine,0.85,4.720257636410119,B33,102.21125053288124,0.5723616988696906,0.04084061871598601,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_pre_chine,0.85,4.720257636410119,B35,2.6147433781663643,0.04604408151274186,0.17970715747312016,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_pre_chine,0.85,4.720257636410119,B53,38.10568059715813,0.6710184556407437,0.05026610820503359,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
longitudinal_bin_pre_chine,0.85,4.720257636410119,B55,2.422354161940319,0.1341390610566342,0.17143551327164022,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
post_chine_bem,0.85,4.720257636410119,A33,-48.0960486523277,-1.4956433291168183,0.021015851392487735,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
post_chine_bem,0.85,4.720257636410119,A35,54.696309443325,5.348716063279461,0.02970687747186704,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
post_chine_bem,0.85,4.720257636410119,A53,4.238397466566291,0.4144700957470666,0.028478801618531994,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
post_chine_bem,0.85,4.720257636410119,A55,-6.435381412959081,-1.9789676363555504,0.021146674335504042,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
post_chine_bem,0.85,4.720257636410119,B33,253.8755172182809,1.4216499805931933,0.021015851392487735,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
post_chine_bem,0.85,4.720257636410119,B35,-246.27523376299422,-4.336760935180149,0.02970687747186704,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
post_chine_bem,0.85,4.720257636410119,B53,-17.94399423181055,-0.3159831056358015,0.028478801618531994,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
post_chine_bem,0.85,4.720257636410119,B55,44.85172217431424,2.483686322076202,0.021146674335504042,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
pre_chine_bem,0.85,4.720257636410119,A33,-50.78592071481348,-1.5792903088410006,0.04084061871598601,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
pre_chine_bem,0.85,4.720257636410119,A35,-3.5542497180764667,-0.3475677381794926,0.17970715747312016,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
pre_chine_bem,0.85,4.720257636410119,A53,-21.09744100406175,-2.0631048555376905,0.05026610820503359,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
pre_chine_bem,0.85,4.720257636410119,A55,-3.3514806135261166,-1.0306260410121555,0.17143551327164022,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
pre_chine_bem,0.85,4.720257636410119,B33,102.21125053288124,0.5723616988696906,0.04084061871598601,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
pre_chine_bem,0.85,4.720257636410119,B35,2.6147433781663643,0.04604408151274186,0.17970715747312016,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
pre_chine_bem,0.85,4.720257636410119,B53,38.10568059715813,0.6710184556407437,0.05026610820503359,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
pre_chine_bem,0.85,4.720257636410119,B55,2.422354161940319,0.1341390610566342,0.17143551327164022,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
raw_bem,0.85,4.720257636410119,A33,-98.88196936714107,-3.0749336379578156,0.02084486773057281,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
raw_bem,0.85,4.720257636410119,A35,51.1420597252485,5.001148325099965,0.0534230965113452,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
raw_bem,0.85,4.720257636410119,A53,-16.859043537495438,-1.648634759790622,0.060458421512830034,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
raw_bem,0.85,4.720257636410119,A55,-9.786862026485215,-3.0095936773677114,0.08737259891678188,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
raw_bem,0.85,4.720257636410119,B33,356.0867677511627,1.994011679462887,0.02084486773057281,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
raw_bem,0.85,4.720257636410119,B35,-243.6604903848277,-4.290716853667404,0.0534230965113452,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
raw_bem,0.85,4.720257636410119,B53,20.161686365347578,0.35503535000494224,0.060458421512830034,zero_component_decomposition,6fdb1324e16eac74e3ba6bcb6ab1107192a444804ad54c66ac6a794d87625a3d,sun2007_troesch_prismatic_planing_hull,0.318,20.0,4.0,2.5,3.0,0.46746,1000.0,9.80665,heave_up_pitch_bow_up_force_and_moment_about_cg,False
