iteration,pseudo_time,kinematic_rms,dipole_coefficient,root_thickness,root_s_lambda,root_measured_s_lambda,root_relative_mismatch,root_body_eta,root_resolution_ratio,bem_condition_number,accepted_time_step,maximum_displacement_ratio
0,0.0,0.0181797153451287,8.195261644888385,0.1505934384855141,2.0621316678695045,1.9957592137528024,0.0321863318190902,0.551676582414218,9.287005689931652,36884.8357222199,,
1,0.0009643810991727,0.0180243759483276,8.19433035228608,0.1466097121763524,2.053630899031099,2.0375984786761774,0.0078068655679487,0.5516579138223054,9.039656943846024,70346.68317019429,0.0009643810991727,0.2487812781490875
2,0.0019292672669322,0.0178781827495558,8.193529344231514,0.1426251067555276,2.05475874570935,2.078710346703358,0.0116566487642516,0.5516936727064676,8.791948410160908,70113.35936294589,0.0009648861677595,0.2487065375329901
3,0.0028947492901353,0.0177036589517752,8.192844156331116,0.1386457281068312,2.0635882671964825,2.1197584845183983,0.0272196824409293,0.5517873970878413,8.544678729179102,36878.90143526669,0.000965482023203,0.2486204578426082
4,0.0038608699225455,0.0177754492322792,8.19592229434219,0.1508055589333313,2.0615354866039617,1.9939127176263312,0.032802136765071,0.551682530051119,9.300874200097434,36901.1650833973,0.0009661206324102,0.2485560622601247
5,0.004825084589915,0.0176232303023482,8.194975029925327,0.1468221806316611,2.052790472964213,2.035721312093681,0.0083151013682775,0.5516612366612472,9.052884761119884,70358.92418051302,0.0009642146673694,0.2487837036039063
6,0.0057898739478219,0.0174814795832063,8.1941617993424,0.1428373600956701,2.053713968386336,2.0767894210000297,0.0112359622464004,0.5516942373425577,8.805155677843814,70125.53285546025,0.0009647893579069,0.2487092075407322
7,0.0067552600917163,0.0173113607792521,8.19346445336313,0.1388574328285598,2.062368558913243,2.117778188411424,0.0268669871147466,0.551785076081297,8.557845795531883,36884.39637813514,0.0009653861438943,0.2486232744314631
8,0.0077212860063176,0.0173834281414449,8.196547953957538,0.1510176838375765,2.0602033853283857,1.992266120609212,0.0329759989732008,0.5516878313023978,9.314090415214332,36906.877983346334,0.0009660259146012,0.2485596798906977
9,0.0086854115452515,0.017237427002567,8.195588080032698,0.1470344121498013,2.0513896328532324,2.0339968207790293,0.0084785512199414,0.5516637852920356,9.066097879945747,70370.24114117457,0.0009641255389339,0.2487866652490418
10,0.0096501133739902,0.0171029539598442,8.194762205229418,0.1430494053939247,2.0522419548420374,2.0749794030450954,0.0110793213974655,0.551693906134668,8.818350754307756,70137.06522009168,0.0009647018287386,0.2487123231395445
11,0.0106154131250575,0.0169399315748773,8.194052174147894,0.1390689499393313,2.060821982091611,2.1158756255986937,0.0267144100681644,0.5517817397918914,8.571002144611448,36889.65158650864,0.0009652997510672,0.2486264917614021
12,0.011581353699566,0.0170107101254007,8.197142889182263,0.1512294698347957,2.058622012918096,1.9906947214245487,0.0329964855458144,0.5516933820670318,9.327287754636616,36912.40965320725,0.0009659405745085,0.2485643399287491
13,0.0125453958967921,0.0168727055847469,8.196169799546476,0.1472463362189928,2.049800179922902,2.032329401506794,0.0085231617146045,0.55166653230181,9.079292593885354,70381.27289803371,0.0009640421972261,0.2487898758614555
14,0.0135100163033299,0.0167472707602341,8.19533065466449,0.1432611714374963,2.0506271911173064,2.0732118482837247,0.0110135363776742,0.5516937222197171,8.831529149829406,70148.40376365908,0.0009646204065378,0.2487156776390679
15,0.0144752357532561,0.0165931038162155,8.194607628006342,0.1392802130207486,2.0591671722821765,2.11400386460278,0.026630519881408,0.5517784985845171,8.584143456723536,69923.51391627389,0.0009652194499261,0.2486299462370665
16,0.0154410968871653,0.0166642702078396,8.197705986239347,0.1514408692306887,2.05695947641172,1.989157341361156,0.0329623095778445,0.5516997205453187,9.340462706680674,36917.90236230852,0.0009658611339092,0.2485699910700228
17,0.0164050565524851,0.0165352563852045,8.19671910899253,0.1474578918045232,2.04815115400814,2.0306901165832896,0.0085252679670051,0.5516700645005788,9.09246536437896,70392.24097073315,0.0009639596653197,0.24879316946513
18,0.0173695965196486,0.0164198457358624,8.195866148226965,0.1434725884720985,2.0489692894167075,2.0714678134771494,0.0109804105784555,0.5516943216127836,8.844686755314104,70159.71049600712,0.0009645399671634,0.2487191125396646
19,0.0183347366990673,0.0162755310401388,8.195129201775533,0.1394911484400631,2.0574817135331385,2.112152050605134,0.0265714813951443,0.551776038926663,8.597265275673884,69935.1828733896,0.0009651401794187,0.2486334827238877
20,0.0193005194122535,0.016348189980574,8.198235375461138,0.1516518565902323,2.055275865030969,1.9876383529990973,0.0329092133969335,0.5517069565557386,9.353613047359064,36923.39890751427,0.0009657827131861,0.2485759982136199
21,0.0202643955200383,0.0162288717382961,8.197234285917734,0.1476690483571331,2.0464885091174057,2.029067756786508,0.0085125092338833,0.5516745088686184,9.10561446050232,70403.22358596348,0.0009638761077848,0.2487964634049491
