row,case_name,coefficient,diagnostic_status,gate_role,hull,speed_case,fn_l,speed_mps,omega_e_sqrt_l_over_g,omega_rad_s,reference_value,normalization_scale,station_local_index,active_station_index,solve_order_rank,x_m,x_from_bow_m,trapezoid_weight_m,inner_free_surface_y_min_m,inner_free_surface_y_max_m,inner_free_surface_panel_length_min_m,inner_free_surface_panel_length_max_m,selected_mode,selected_generalized_row,lever_arm_m,a1_convention_audit_status,a1_radiation_lever_arm_m,a1_moment_lever_arm_m,a1_heave_n3_to_force_row_relative_residual,a1_pitch_n5_to_moment_row_relative_residual,a1_pitch_m5_forward_to_stokes_relative_residual,a1_pitch_m5_to_n5_norm_ratio,a1_heave_force_row_norm,a1_pitch_moment_row_norm,a1_pitch_m5_norm,a1_pitch_n5_norm,body_condition_norm,body_condition_max_abs,pitch_body_condition_oscillation_norm,pitch_body_condition_oscillation_max_abs,pitch_body_condition_forward_speed_norm,pitch_body_condition_forward_speed_max_abs,pitch_body_condition_forward_to_oscillation_norm_ratio,complex_force_density_real,complex_force_density_imag,station_weighted_force_real,station_weighted_force_imag,station_weighted_normalized_contribution,station_weighted_time_derivative_normalized_contribution,station_weighted_forward_speed_normalized_contribution,station_weighted_stokes_body_forward_speed_normalized_contribution,station_weighted_forward_minus_stokes_body_normalized_contribution,cumulative_body_integral_value,cumulative_time_derivative_value,cumulative_forward_speed_value,cumulative_stokes_body_forward_speed_value,cumulative_forward_minus_stokes_body_value,cumulative_time_plus_stokes_body_forward_value,end_term_value,cumulative_with_end_term_value,cumulative_stokes_with_end_term_value,body_potential_norm,body_potential_max_abs,control_potential_norm,control_potential_max_abs,control_normal_derivative_norm,control_normal_derivative_max_abs,body_potential_x_gradient_norm,pressure_norm,pressure_max_abs,pressure_time_derivative_norm,pressure_time_derivative_max_abs,pressure_forward_speed_norm,pressure_forward_speed_max_abs,inner_free_surface_normal_derivative_norm,inner_free_surface_normal_derivative_max_abs,outer_history_rhs_norm_before_solve,outer_history_rhs_max_abs_before_solve,free_surface_update_kind,free_surface_potential_norm_before_solve,free_surface_elevation_norm_before_solve,free_surface_potential_norm_after_update,free_surface_elevation_norm_after_update,free_surface_potential_growth_ratio,free_surface_elevation_growth_ratio,station_condition_number,station_residual,solver_status,station_count,body_panels_per_section,free_surface_inner_panels,free_surface_outer_panels,control_surface_radius_beams,history_steps,history_quadrature_count,history_k_max,include_end_term,end_station,end_term_scale,pitch_radiation_sign,pitch_radiation_lever_sign,pitch_forward_speed_sign,pitch_moment_sign,time_step_scale,free_surface_velocity_scale,history_rhs_scale,history_convolution_rule,history_potential_kernel_scale,history_normal_derivative_kernel_scale,control_image_scale,control_potential_kernel_scale,control_normal_derivative_kernel_scale,control_diagonal_sign,pressure_gradient_scheme,pressure_gradient_scale,clip_inner_free_surface_to_waterline,two_zone_inner_free_surface,use_free_surface_marching,a1_recommended_control_radius_beams,a1_min_inner_free_surface_panels,a1_min_outer_or_control_panels,a1_min_station_count_for_fn,a1_control_radius_ok,a1_inner_free_surface_panels_ok,a1_outer_or_control_panels_ok,a1_station_count_ok,a1_grid_recommendation_status,a1_grid_recommendation_note
32,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_cim1p0_cp1p0_cn1p0_cd1p0_pgscentral_pg1p0,A35,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.5,2.7120080198996463,-0.2,239.85000000000002,0,1,38,0.075,2.925,0.0375,-0.8631093749999998,0.8631093749999998,0.07378124999999991,0.07378125000000002,pitch,heave_force,1.425,a1_heave_pitch_coordinate_convention_audit_not_benchmark_validated,1.425,1.425,6.174689857970637e-17,7.871495551548208e-17,0.0,0.7017543859649124,0.25128125970192233,0.35807579507523934,0.25128125970192233,0.3580757950752393,1.113672575398511,0.5994063852498744,0.9711044279759914,0.5226726487944136,0.5451814332496795,0.2934302589723024,0.5614035087719299,-5461.965892316644,-19149.083248470444,-204.82372096187416,-718.0906218176416,-0.11610704972123698,0.014440220041117984,-0.13054726976235498,0.0,-0.13054726976235498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.157379942736796,20.289559296008246,0.18905233177949923,0.11347024528107458,1.3262013281955753,0.5930054381228661,831.1445603192476,1850773.3158150446,969788.4221763968,103290.39021323947,56401.08371927888,1848337.9848910475,968822.5544949734,6.745095149177274,4.182201585604647,0.09916022999195558,0.04521420241906828,advance_eq19_20,2.4301672186048786,0.6470019196352165,2.446763719882573,0.6424901733471261,1.0068293659591137,0.9930266879414607,113.95001957184003,2.275403776696845e-15,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,trapezoid,1.0,1.0,-1.0,1.0,1.0,1.0,central,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
32,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_cim1p0_cp1p0_cn1p0_cd1p0_pgscentral_pg1p0,A35,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.5,2.7120080198996463,-0.2,239.85000000000002,1,2,37,0.15,2.85,0.07499999999999998,-0.8636874999999999,0.8636874999999999,0.07262499999999991,0.07262500000000005,pitch,heave_force,1.35,a1_heave_pitch_coordinate_convention_audit_not_benchmark_validated,1.35,1.35,0.0,1.4814008922010113e-16,0.0,0.7407407407407408,0.48201719520161074,0.6507232135221745,0.48201719520161074,0.6507232135221745,2.051358760154261,1.0939953281622452,1.7647665738070073,0.9411549186533198,1.0457875992930414,0.5577214332760414,0.5925925925925927,364.6794147002553,-558.028841254792,27.350956102519138,-41.85216309410939,0.015504253146097626,-0.018162625407220315,0.03366687855331794,0.0,0.03366687855331794,-0.10835492314818816,0.0053589073375078225,-0.113713830485696,0.0,-0.113713830485696,0.0053589073375078225,0.0,-0.10835492314818816,0.0053589073375078225,12.527700193139195,8.317458027888168,0.1830149278009073,0.088810775639644,1.824999545553274,0.6706041554005501,202.57604351774697,451860.2149036645,201290.98160440256,34824.60397955914,23120.938198731696,450498.0408209291,201071.53502969112,12.415539910011768,8.660301413613505,0.05170737423238463,0.02473861156620285,advance_eq19_20,2.345399695487946,0.7811950672616907,2.3909942494429948,0.645539200020809,1.0194399931247382,0.826348279801108,94.99248929002052,8.552687813633225e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,trapezoid,1.0,1.0,-1.0,1.0,1.0,1.0,central,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
32,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_cim1p0_cp1p0_cn1p0_cd1p0_pgscentral_pg1p0,A35,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.5,2.7120080198996463,-0.2,239.85000000000002,2,3,36,0.22499999999999998,2.775,0.075,-0.8642343749999999,0.8642343749999999,0.07153124999999994,0.07153125000000006,pitch,heave_force,1.275,a1_heave_pitch_coordinate_convention_audit_not_benchmark_validated,1.275,1.275,0.0,7.749654022228087e-17,1.4261719164303278e-17,0.7843137254901962,0.6880711752714553,0.8772907484711054,0.6880711752714553,0.8772907484711054,2.8087840375003923,1.4782610260522726,2.3792195456374015,1.2521815418274485,1.4928436364783697,0.7856825360485953,0.627450980392157,5291.858702275329,7099.766854432028,396.88940267064964,532.4825140824021,0.22498203525113575,0.07435277824364465,0.1506292570074911,0.0,0.1506292570074911,0.011888221050428508,0.033453983755719986,-0.021565762705291494,0.0,-0.021565762705291494,0.033453983755719986,0.0,0.011888221050428508,0.033453983755719986,20.937632997302792,11.333263859932426,0.16537854561093843,0.0917268659776962,0.5685130499595201,0.3226489510357065,130.2397259181753,296286.95920455456,198904.448135723,58202.60432156066,31504.30004176995,289633.1685836911,196918.86799377738,6.790892007178658,3.855794857310932,0.0599631392629411,0.027791834257428844,advance_eq19_20,2.2030679771274957,0.7374961912794381,2.3052581659503923,0.7830335416349078,1.0463853997624435,1.0617458786823966,96.31469922371299,1.710403477237278e-15,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,trapezoid,1.0,1.0,-1.0,1.0,1.0,1.0,central,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
32,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_cim1p0_cp1p0_cn1p0_cd1p0_pgscentral_pg1p0,A35,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.5,2.7120080198996463,-0.2,239.85000000000002,3,4,35,0.3,2.7,0.07500000000000001,-0.8647499999999999,0.8647499999999999,0.0704999999999999,0.07050000000000001,pitch,heave_force,1.2,a1_heave_pitch_coordinate_convention_audit_not_benchmark_validated,1.2,1.2,7.145518514770936e-17,7.763846914652458e-17,0.0,0.8333333333333334,0.8685633338278655,1.0422760005934386,0.8685633338278655,1.0422760005934386,3.397223571452285,1.7603605791087664,2.826660872558334,1.4647085379881861,1.8844405817055563,0.9764723586587909,0.6666666666666667,-1333.0416419668618,-8160.994776277266,-99.97812314751465,-612.0746082207951,-0.05667392849232135,0.04767809679245531,-0.10435202528477665,0.0,-0.10435202528477665,0.09604227442983573,0.09446942127376998,0.0015728531560657403,0.0,0.0015728531560657403,0.09446942127376998,0.0,0.09604227442983573,0.09446942127376998,11.00967921213576,4.996210575186559,0.1299094827937628,0.07518648075674328,0.7417017028777917,0.34370176648831263,85.78295141487632,198090.45977709716,117656.67119280573,30604.796777830466,13888.50722773871,190768.12281040117,114909.43159501872,2.9539582102777753,1.2039385512639549,0.056207208787517456,0.02602484070056289,advance_eq19_20,2.090877668264948,0.7531634945460953,2.170303988256603,0.737363640122687,1.0379870717436877,0.9790220124344577,97.66111149943426,1.481241559053141e-15,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,trapezoid,1.0,1.0,-1.0,1.0,1.0,1.0,central,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
32,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_cim1p0_cp1p0_cn1p0_cd1p0_pgscentral_pg1p0,A35,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.5,2.7120080198996463,-0.2,239.85000000000002,4,5,34,0.375,2.625,0.07499999999999998,-0.8652343749999999,0.8652343749999999,0.06953124999999993,0.06953125000000009,pitch,heave_force,1.125,a1_heave_pitch_coordinate_convention_audit_not_benchmark_validated,1.125,1.125,0.0,6.809684508572809e-17,0.0,0.8888888888888888,1.024744787585428,1.1528378860336066,1.024744787585428,1.1528378860336066,3.836413479747162,1.9554186809608778,3.126505592567295,1.593578865810279,2.2232928658256323,1.1332116379095318,0.7111111111111112,410.0928662637639,-3521.77977923574,30.756964969782285,-264.1334834426805,0.01743499456142377,0.042813871912456156,-0.0253788773510324,0.0,-0.0253788773510324,0.07642280746438694,0.13971540562622572,-0.06329259816183878,0.0,-0.06329259816183878,0.13971540562622572,0.0,0.07642280746438694,0.13971540562622572,8.645019558804117,3.6391765903381796,0.11848013814670477,0.06866044680484686,0.7034801627514602,0.31856326411880187,26.189515271963174,70402.2472809055,35016.4818116269,24031.49643505772,10116.213001298898,58241.46387297569,30728.409206044205,2.593700422038339,1.0138956265721406,0.05306866000712533,0.0247525480401004,advance_eq19_20,1.9880906440184427,0.7651061281899848,2.06126266409559,0.7524016695835356,1.0368051729921366,0.9833951681494119,98.98004886155589,1.0779162776663917e-15,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,trapezoid,1.0,1.0,-1.0,1.0,1.0,1.0,central,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
32,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_cim1p0_cp1p0_cn1p0_cd1p0_pgscentral_pg1p0,A35,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.5,2.7120080198996463,-0.2,239.85000000000002,5,6,33,0.44999999999999996,2.55,0.07500000000000001,-0.8656874999999999,0.8656874999999999,0.06862499999999994,0.06862500000000005,pitch,heave_force,1.05,a1_heave_pitch_coordinate_convention_audit_not_benchmark_validated,1.05,1.05,0.0,8.064196068797845e-17,6.773924697790189e-17,0.9523809523809524,1.1589237618746895,1.216869949968424,1.1589237618746895,1.216869949968424,4.148892960107768,2.0802543528612247,3.300161063489247,1.6547002980014964,2.5144084293251407,1.2607240365725687,0.761904761904762,704.9565568601139,-2742.5953995301425,52.87174176450855,-205.6946549647607,0.029971049842624758,0.04022288398867734,-0.010251834146052585,0.0,-0.010251834146052585,0.10012582966641118,0.18123378357679246,-0.08110795391038127,0.0,-0.08110795391038127,0.18123378357679246,0.0,0.10012582966641118,0.18123378357679246,7.422415716423105,3.007130888718159,0.1172187968510741,0.06891519897320261,0.6617101003366317,0.30903077980124316,15.923409232347236,49179.237592070414,21697.58079954139,20632.892223717856,8359.247164268889,35411.21910466122,16724.514939307683,2.5241195474485005,0.8771254031348581,0.05205982819869344,0.024541468011273947,advance_eq19_20,1.8962744187326457,0.7684971634583678,1.960954809565725,0.7638643551422802,1.0341091933710247,0.9939715999793166,100.2548122089833,8.664525646280999e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,trapezoid,1.0,1.0,-1.0,1.0,1.0,1.0,central,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
32,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_cim1p0_cp1p0_cn1p0_cd1p0_pgscentral_pg1p0,A35,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.5,2.7120080198996463,-0.2,239.85000000000002,6,7,32,0.525,2.475,0.07500000000000001,-0.866109375,0.866109375,0.0677812499999999,0.06778125000000006,pitch,heave_force,0.975,a1_heave_pitch_coordinate_convention_audit_not_benchmark_validated,0.975,0.975,0.0,4.997476992244532e-17,0.0,1.0256410256410253,1.2737371673130158,1.2418937381301904,1.2737371673130158,1.2418937381301904,4.356670280299191,2.1504540957995193,3.3680257776722278,1.6624587959078256,2.7635083303977255,1.3640687556166775,0.8205128205128206,782.8420156147458,-2510.512202325478,58.71315117110595,-188.2884151744109,0.03328233043663443,0.03775537923729414,-0.00447304880065972,0.0,-0.00447304880065972,0.13175251980604077,0.22022291518977824,-0.08847039538373742,0.0,-0.08847039538373742,0.22022291518977824,0.0,0.13175251980604077,0.22022291518977824,6.612655595545772,2.620351820315327,0.12292139830628751,0.07357223711937934,0.6438272311054459,0.31766964452432994,12.089442195232664,40918.16404417271,16895.638925631552,18381.914383153267,7284.0755304451495,26885.06463545902,11720.04556326928,2.541853332000031,0.7629117721122352,0.052911407011266745,0.02516592893360504,advance_eq19_20,1.8190938357710003,0.7628191124602687,1.871590126253141,0.7668012561395258,1.0288584840703892,1.0052202987762247,101.47605820213124,7.803894842649146e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,trapezoid,1.0,1.0,-1.0,1.0,1.0,1.0,central,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
32,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_cim1p0_cp1p0_cn1p0_cd1p0_pgscentral_pg1p0,A35,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.5,2.7120080198996463,-0.2,239.85000000000002,7,8,31,0.6,2.4,0.07499999999999996,-0.8664999999999999,0.8664999999999998,0.06699999999999995,0.06700000000000006,pitch,heave_force,0.9,a1_heave_pitch_coordinate_convention_audit_not_benchmark_validated,0.9,0.9,4.0467391011395334e-17,5.0271020651968846e-17,0.0,1.111111111111111,1.3717501880866567,1.2345751692779912,1.3717501880866567,1.2345751692779912,4.479711018518874,2.179251122584942,3.3481777602508753,1.628792596771812,2.9761580091118898,1.4478156415749441,0.8888888888888891,775.2123871838819,-2447.6666950307354,58.14092903879111,-183.57500212730505,0.03295795871222543,0.034896497426829154,-0.0019385387146037298,0.0,-0.0019385387146037298,0.1648726643804707,0.25654885352183987,-0.09167618914136914,0.0,-0.09167618914136914,0.25654885352183987,0.0,0.1648726643804707,0.25654885352183987,6.012008940817409,2.3491289797896995,0.13166164232480254,0.07978042626457198,0.6498051751684731,0.33668324609385,10.16385399261988,36402.35911441319,14478.27040066537,16712.23187478532,6530.128048792548,22602.851903680807,9329.239289331192,2.5972495667154356,0.8048750228570808,0.054739356762203206,0.02616261114156902,advance_eq19_20,1.7595526114443425,0.7486817023876183,1.7970162749735885,0.7607103315931244,1.0212915847389716,1.0160664126919967,102.63663006147286,8.359181361058104e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,trapezoid,1.0,1.0,-1.0,1.0,1.0,1.0,central,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
32,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_cim1p0_cp1p0_cn1p0_cd1p0_pgscentral_pg1p0,A35,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.5,2.7120080198996463,-0.2,239.85000000000002,8,9,30,0.6749999999999999,2.325,0.07500000000000001,-0.866859375,0.866859375,0.06628124999999993,0.06628125000000007,pitch,heave_force,0.8250000000000001,a1_heave_pitch_coordinate_convention_audit_not_benchmark_validated,0.8250000000000001,0.8250000000000001,5.3944886949429485e-17,0.0,0.0,1.2121212121212122,1.4552745843694648,1.2006015321048085,1.4552745843694648,1.2006015321048085,4.53550522255569,2.177411230661241,3.2560409837720434,1.5631643791964505,3.157373075172891,1.5157957616450428,0.9696969696969697,718.5221702959345,-2448.883512931091,53.8891627721951,-183.66626346983185,0.03054778846924546,0.03151975781397226,-0.000971969344726796,0.0,-0.000971969344726796,0.19662553797120613,0.28975698114224063,-0.0931314431710344,0.0,-0.0931314431710344,0.28975698114224063,0.0,0.19662553797120613,0.28975698114224063,5.5414399161209635,2.144628358299092,0.14020299886076545,0.08542336211533083,0.6699016699689352,0.3572888045495945,9.00344783354351,33427.10745133544,12995.36092696444,15404.140231669877,5961.655540096633,20022.28663968084,7964.957339735403,2.6649294956777876,0.8426076532004199,0.05665011318248358,0.027108492014054877,advance_eq19_20,1.7189446486049333,0.7271072272917928,1.7402281593793412,0.746241433288955,1.0123817313091967,1.0263155216713085,103.73019523740942,6.665584677861838e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,trapezoid,1.0,1.0,-1.0,1.0,1.0,1.0,central,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
32,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_cim1p0_cp1p0_cn1p0_cd1p0_pgscentral_pg1p0,A35,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,1.5,2.7120080198996463,-0.2,239.85000000000002,9,10,29,0.75,2.25,0.07500000000000001,-0.8671874999999999,0.8671874999999999,0.06562499999999982,0.0656250000000001,pitch,heave_force,0.75,a1_heave_pitch_coordinate_convention_audit_not_benchmark_validated,0.75,0.75,0.0,1.533474057229085e-16,0.0,1.3333333333333333,1.5263092549130397,1.1447319411847798,1.5263092549130397,1.1447319411847798,4.539165834647557,2.153549253235293,3.1045222051284136,1.4729009073592911,3.3114903521369743,1.571094301183244,1.0666666666666667,628.7295915893789,-2472.583563051593,47.15471936920342,-185.44376722886952,0.026730279679911647,0.027633499273551115,-0.0009032195936394725,0.0,-0.0009032195936394725,0.22526457204578473,0.3193336096860023,-0.09406903764021753,0.0,-0.09406903764021753,0.3193336096860023,0.0,0.22526457204578473,0.3193336096860023,5.164577599728897,1.9847987491629149,0.14652344544610468,0.08930006753396683,0.6930432204183161,0.3733485266670821,8.202893037756485,31227.733313989123,11961.80513904131,14356.535266605304,5517.359878757027,18241.97559791514,7077.015864855124,2.7316481894763895,0.8918988845549732,0.0579935593103548,0.027715458791641744,advance_eq19_20,1.6964668861229222,0.6992474954732302,1.7024061020731511,0.7244486310322676,1.0035009324371797,1.0360403658535553,104.75084920458065,9.600177971475902e-16,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,trapezoid,1.0,1.0,-1.0,1.0,1.0,1.0,central,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
