outer_panel_index,xi_mid,eta_mid,panel_length,arc_mid,normalized_arc_mid,s_nu,k_contribution,k_fraction,cumulative_k_fraction,s_nu_left,s_nu_right,k_contribution_linear_exact,s_nu_weak_projected_left,s_nu_weak_projected_right,k_contribution_weak_projected
10,4.640987060099123,0.2412465371519264,0.06317165763398139,0.3714824847514816,0.02360122436067511,0.012914069268679995,1.0535338550166432e-05,0.004705055476911535,0.22326605311188133,0.09162664102861595,-0.0657985024912564,0.00014099889785562948,0.013177286232641427,0.011978314210722157,1.000139071628626e-05
11,4.706006653542193,0.22637791151144981,0.07024195853576443,0.4381892928363545,0.027839277051231476,0.011538627016122849,9.352008277706235e-06,0.004176583178378128,0.22744263629025946,0.08066556777902356,-0.05758831374677764,0.0001212365358849292,0.011978314210722157,0.010442951944492037,8.841688181718648e-06
12,4.778592954112815,0.21206022767858404,0.07774222041441758,0.5121813823114455,0.032540182144469,0.010134050473407763,7.984046661565205e-06,0.0035656549900165463,0.231008291280276,0.07093364291605386,-0.05066554196923834,0.00010377776294855432,0.010442951944492037,0.009440662427687551,7.69051275434615e-06
13,4.859123983892951,0.19832999211362173,0.08565586531577275,0.5938804251765406,0.037730729531922455,0.009381514868920804,7.538814361833339e-06,0.0033668153741488395,0.23437510665442485,0.06295698344349754,-0.04419395370565593,8.949237144247078e-05,0.009440662427687551,0.008634589945170888,7.0008965487057385e-06
14,4.947965139035624,0.18521589856777454,0.0939614557009813,0.6836890856849177,0.04343650149478606,0.008465947300431709,6.7344302300434155e-06,0.0030075794609603526,0.2373826861153852,0.05576576700071789,-0.038833872399854585,7.680690442622781e-05,0.008634589945170888,0.00789662493951887,6.423735908132957e-06
15,5.0454631392736715,0.17273835075363408,0.10263282213208637,0.7819862246014515,0.04968156801826853,0.00792639792128036,6.448192780889956e-06,0.0028797465421202275,0.2402624326575054,0.049763153959245465,-0.03391035811668486,6.632808658937775e-05,0.00789662493951887,0.007407252156610843,6.011422044342156e-06
16,5.151941297069385,0.1609129569522637,0.11163923847305965,0.8891222549040245,0.056488191727525464,0.007399768447298505,6.112982119335001e-06,0.0027300423108268376,0.24299247496833226,0.044470187394442084,-0.029670650499845408,5.7251789910758166e-05,0.007407252156610843,0.00697551370709034,5.7752676816765925e-06
17,5.267693896292277,0.1497476968561609,0.12094571409075372,1.0054147311859314,0.06387654767120855,0.007063302387579906,6.034010777750947e-06,0.00269477390996152,0.24568724887829377,0.03996457583524404,-0.02583797106008434,4.967500576840019e-05,0.00697551370709034,0.0066985228340322635,5.65435877969163e-06
18,5.392981844063667,0.13924517160573668,0.1305133175911241,1.1311442470268702,0.0718644626710401,0.006781251059285287,6.001702668043182e-06,0.0026803451901054524,0.24836759406839923,0.036026718876734476,-0.022464216758164235,4.321093587365035e-05,0.0066985228340322635,0.006460241671629315,5.650313361467177e-06
19,5.528028255553323,0.12940118860201322,0.14029958675916746,1.266550699202016,0.08046717797754122,0.006563780368662009,6.044556942000302e-06,0.002699483800168233,0.25106707786856747,0.03259600382367367,-0.019468443086349485,3.7737141967123395e-05,0.006460241671629315,0.006271756501213245,5.686188612536668e-06
20,5.673014853785899,0.12020617491625016,0.15025897366774646,1.411829979415473,0.08969713908746811,0.006374264727377954,6.105210046252819e-06,0.002726571322699769,0.25379364919126723,0.029576061258889064,-0.016827531804133156,3.306784868592345e-05,0.006271756501213245,0.006116320698022892,5.76515546435646e-06
21,5.828078779441871,0.1116459642794313,0.16034334043759574,1.5671311364681442,0.09956381544913988,0.0062403653375550094,6.244115945484788e-06,0.002788606345005376,0.25658225553627256,0.026943999794974527,-0.014463269119864453,2.9153998068591187e-05,0.006116320698022892,0.006029011557213813,5.913127139545709e-06
22,5.993309978213282,0.10370308583318665,0.1705024812801912,1.7325540473270375,0.11007355249956519,0.0061748129730181955,6.500972357457381e-06,0.0029033177671563427,0.2594855733034289,0.024669528349118508,-0.012319902403082117,2.594135250571479e-05,0.006029011557213813,0.006005267256282259,6.173215159967547e-06
23,6.168749083123544,0.09635683309157306,0.18068466752964327,1.9081476217319548,0.12122945759855201,0.006159290133492812,6.854608023497595e-06,0.003061250558723585,0.2625468238621525,0.022697645829234114,-0.01037906556224849,2.33280633545899e-05,0.006005267256282259,0.006010782883194519,6.522060210233771e-06
24,6.354385893707239,0.08958315248815565,0.19083720169804733,2.0939085563458,0.13303132087671718,0.006156648429248457,7.233554338427833e-06,0.003230487021892563,0.26577731088404505,0.02095986062935712,-0.00864656377086026,2.1173263553271572e-05,0.006010782883194519,0.006020118319760707,6.9055687985613754e-06
25,6.550158485688122,0.0833554137047284,0.200906972111263,2.289780643250455,0.14547557130247557,0.006163904125431274,7.633202052564267e-06,0.003408968677444401,0.26918627956148944,0.019426306401239435,-0.007098498150376886,1.9412465833096733e-05,0.006020118319760707,0.006050554421334078,7.318109248152324e-06
26,6.755952915147277,0.07764592546835924,0.21084099784100277,2.495654628226588,0.15855526767819708,0.00620652323299814,8.121791454269719e-06,0.0036271714650917756,0.2728134510265812,0.018099216632334936,-0.0056861701663386555,1.80619715619738e-05,0.006050554421334078,0.006126655281807228,7.816211375106972e-06
27,6.9716034490339815,0.0724267202627567,0.22058695563338993,2.711368604963784,0.1722601236853758,0.006293913493616465,8.73818763154534e-06,0.0039024524345668554,0.2767159034611481,0.01696781320184862,-0.0043799862146156054,1.71155018996651e-05,0.006126655281807228,0.006236834662757525,8.429726655214999e-06
28,7.196893307515557,0.06766923489378629,0.23009368092340848,2.9367089232421835,0.18657656558371277,0.006398486097434597,9.420178953477682e-06,0.004207028029284048,0.2809229314904321,0.01598693725737904,-0.003189965062509875,1.647166024432035e-05,0.006236834662757525,0.006347140047814196,9.109436167237692e-06
29,7.431555928925941,0.0633442266945354,0.23931163634656516,3.1714115818771704,0.20148782070842475,0.006499748613719353,1.0110134575157394e-05,0.004515160460069459,0.28543809195050157,0.015120784938601611,-0.002121287711162906,1.603886237786572e-05,0.006347140047814196,0.00646104625902151,9.815005484687774e-06
30,7.675276728700256,0.0594228924731929,0.24819334220915998,3.415164071155033,0.21697403452485406,0.006619321150736379,1.087469366780067e-05,0.004856610611778815,0.2902947025622804,0.014377555829807737,-0.0011389135283349783,1.5854296411295547e-05,0.00646104625902151,0.006603358944759909,1.0590747101051292e-05
31,7.927695272335049,0.05587771028786895,0.2566937644490894,3.667607624484157,0.23301241368157943,0.006769900590031963,1.1764674126533241e-05,0.005254073627491564,0.295548776189772,0.013758070873678113,-0.00021826969361421478,1.5943180052655673e-05,0.006603358944759909,0.00677373452292391,1.1484241938387261e-05
32,8.188407808523241,0.052682122474002196,0.26477065709457254,3.928339835255988,0.2495773922662293,0.006938521685748128,1.2746875769079655e-05,0.005692722390005371,0.30124149857977733,0.013238845410402045,0.0006381979610942667,1.625015156540524e-05,0.00677373452292391,0.006947452566092682,1.246282330252934e-05
33,8.456970137899528,0.0498101273342029,0.2723848569594916,4.19691759228302,0.2666408183013018,0.007102987582336906,1.3742478635601783e-05,0.006137356105158716,0.3073788546849361,0.012788378462912364,0.0014175967017614477,1.667730466347212e-05,0.006947452566092682,0.007118061220776327,1.3472725707329905e-05
34,8.732900775532181,0.0472367864583602,0.27950052976638334,4.472860285645957,0.2841721574197653,0.007275151653502718,1.4793356966404915e-05,0.0066066757024710225,0.3139855303874071,0.012410348332388743,0.0021399549746166924,1.7250189442484797e-05,0.007118061220776327,0.007306075567078562,1.4538744483077092e-05
35,9.015684343380544,0.0449388952661575,0.2860853675266758,4.755653234292487,0.3021387106291007,0.0074695048715896495,1.59617048189946e-05,0.007128456890288484,0.3211139872776956,0.012112060805704566,0.0028269489374747325,1.8017068511026107e-05,0.007306075567078562,0.007514970155569312,1.5711661190962755e-05
36,9.30477513367143,0.04289470147021405,0.2921107381977165,5.044751287154684,0.3205058430994232,0.0076775545018279295,1.721842163922592e-05,0.007689703434934438,0.32880369071263005,0.011878711706978351,0.003476397296677508,1.8936979399961366e-05,0.007514970155569312,0.007728089810455857,1.6969152198509912e-05
37,9.599600805891871,0.041083447777587254,0.2975517891964497,5.339582550851766,0.33923722099389186,0.007884283552169968,1.8496392637733704e-05,0.00826044204169408,0.3370641327543242,0.0116897279011903,0.004078839203149637,1.9932715461643575e-05,0.007728089810455857,0.007938169693152712,1.8258253720676952e-05
38,9.899566176136826,0.039485550364886046,0.3023875071080951,5.639552199004039,0.3582950534840853,0.008092999288600466,1.980536493313875e-05,0.008845025749022944,0.3459091585033471,0.011543498831341314,0.0046424997458596184,2.1005434820356434e-05,0.007938169693152712,0.008156216658997273,1.9583002032359126e-05
39,10.20405705014061,0.03808297719974215,0.30660073641053415,5.944046320763354,0.3776403372569016,0.008314647879505338,2.1196341956367318e-05,0.009466232559818434,0.3553753910631655,0.011446582751986317,0.005182713007024359,2.2198825804034495e-05,0.008156216658997273,0.008388366196754114,2.098231232944322e-05
40,10.512444056253925,0.036859121018156554,0.3101781604783808,6.2524357692078105,0.3972331010128338,0.008547287679934332,2.2660414986381328e-05,0.010120083861859133,0.36549547492502465,0.01139310785680811,0.005701467503060553,2.3497760831530636e-05,0.008388366196754114,0.008626005743059207,2.2449739650093172e-05
41,10.824086444620066,0.035798422176722855,0.31311024840815344,6.5640799736510775,0.4170326476716492,0.008780690870194646,2.414096677636703e-05,0.010781294536309965,0.3762767694613346,0.011369336136321018,0.006192045604068275,2.4840359501070348e-05,0.008626005743059207,0.008861007044371294,2.3938376315213762e-05
42,11.138335822059263,0.034886302525517,0.3153911713911534,6.878330683550732,0.436997792232381,0.009012436761889744,2.5617337673409632e-05,0.011440638034575937,0.38771740749591055,0.011369724424489316,0.006655149099290145,2.6201526765852135e-05,0.008861007044371294,0.00909675558048177,2.5428394607514807e-05
43,11.45453979245659,0.03410934090866585,0.31701869244913994,7.194535615470878,0.4570870934741123,0.009248794474806199,2.711784211401786e-05,0.012110759512191129,0.3998281670081017,0.011397765483981498,0.007099823465630928,2.760584762782182e-05,0.00909675558048177,0.009339537954391474,2.6939976408136697e-05
44,11.772045476078059,0.03345527267915835,0.31799403334351845,7.512041978367208,0.4772590779262765,0.009492456324700305,2.8653401574389872e-05,0.012796536472726728,0.4126247034808284,0.011453677794302022,0.007531234855098587,2.9061111227560923e-05,0.009339537954391474,0.009587777036604782,2.848143718585188e-05
45,12.090202886940478,0.03291276203932885,0.31832172238734774,7.830199856232641,0.4974724547767133,0.009738656642252382,3.019008836853548e-05,0.013482816897666486,0.4261075203784949,0.011530492066016237,0.007946821218488519,3.053076414749078e-05,0.009587777036604782,0.009835364522100935,3.00240142291558e-05
46,12.408368151564837,0.03247123524039615,0.31800942673842436,8.148365430795527,0.5176863206178587,0.009982652554670297,3.1690705350753076e-05,0.014152988636078993,0.44026050901457386,0.011621507612151652,0.008343797497188936,3.1975413455681785e-05,0.009835364522100935,0.010079910686644248,3.153366536374327e-05
47,12.725906555063572,0.032120889926971846,0.3170677725485058,8.465904030438992,0.537860353152323,0.010224903006147049,3.31490048786577e-05,0.014804261506720325,0.4550647705212942,0.011725445602852068,0.00872436040944203,3.3386977779113835e-05,0.010079910686644248,0.010324339482888944,3.3003056536749893e-05
48,13.04219540339929,0.03185273729779445,0.3155101561008564,8.782192994763673,0.5579549931858261,0.010468686789196519,3.457783171664391e-05,0.015442371948792355,0.47050714247008657,0.011844041024772295,0.009093332553620742,3.477677131064534e-05,0.010324339482888944,0.01057063850098427,3.443953680447494e-05
49,13.356626693993846,0.0316585303094254,0.31335254878707164,9.096624347207637,0.5779316144255194,0.010713655908003855,3.596736477640402e-05,0.016062933889164993,0.48657007635925154,0.011975569935157505,0.009451741880850219,3.613369513071897e-05,0.01057063850098427,0.010816814237139646,3.5835258772739055e-05
50,13.668609589897944,0.0315306412324544,0.31061329847910363,9.408607270840722,0.5977526807734785,0.010957669302271572,3.729549919194078e-05,0.016656075350745952,0.5032261517099974,0.012116666907292399,0.009798671697250752,3.743457893120987e-05,0.010816814237139646,0.011061476909621754,3.717106056431306e-05
51,13.977572695053631,0.031462004193997306,0.3073129295389896,9.717570384849768,0.6173818909575833,0.011199622041013213,3.8546732127561585e-05,0.01721487280643301,0.5204410245164305,0.01226513933656162,0.010134104745464827,3.866303236065227e-05,0.011061476909621754,0.011302507892208888,3.842696045365996e-05
52,14.28296613010688,0.0314460698480695,0.3034739433925089,10.022963821315518,0.6367843104744216,0.011437139573941314,3.969686863893837e-05,0.01772852085545216,0.5381695453718827,0.01241764214459663,0.010456637003285994,3.979412043407104e-05,0.011302507892208888,0.011539427219397705,3.9586105456889366e-05
53,14.584263410070262,0.031476795014991246,0.29912062128966604,10.324261103656607,0.6559264909315996,0.01167190647525776,4.075021947787817e-05,0.01819894466862756,0.5563684900405103,0.01257499956564663,0.010768813384868885,4.083153812381407e-05,0.011539427219397705,0.011774223982733313,4.064635775482248e-05
54,14.880963126637678,0.03154863470246475,0.29427883056313453,10.620960829583005,0.6747765769700419,0.011904451707852468,4.1704010060439704e-05,0.01862490512380789,0.5749933951643181,0.012736972869609411,0.011071930546095524,4.177199744431048e-05,0.011774223982733313,0.01200613363103087,4.160538646414527e-05
55,15.17259043914953,0.0316564770254746,0.28897583542104843,10.912588162575098,0.6933044010214401,0.01213376634669729,4.254541687401936e-05,0.019000675272787215,0.5939940704371054,0.012901868353133589,0.011365664340260984,4.260224692849841e-05,0.01200613363103087,0.012234856785968215,4.245366065022183e-05
56,15.458698379109649,0.0317956052126131,0.28324011303874175,11.198696136804994,0.7114815662132132,0.012359808097851675,4.326913514288761e-05,0.01932388601617863,0.613317956453284,0.013069035756655759,0.011650580439047598,4.331662543407691e-05,0.012234856785968215,0.01245922421765068,4.318097609112108e-05
57,15.738868973794586,0.0319616588332132,0.27710117547209895,11.478866781060415,0.7292815177742423,0.012580359569996688,4.385554137549092e-05,0.01958577355242317,0.6329037300057072,0.013235713974855613,0.011925005165137753,4.389521204764939e-05,0.01245922421765068,0.012677526997658516,4.377312867240301e-05
58,16.012714194901232,0.03215060625595555,0.27058939770251333,11.752712067647721,0.7466796033210862,0.0127950635052556,4.42991779771925e-05,0.01978390053359754,0.6526876305393047,0.013401063920668234,0.012189063089842953,4.433230141195614e-05,0.012677526997658516,0.0128900502599969,4.422215888514029e-05
59,16.27987673839822,0.0323587436221283,0.26373585192898613,12.019874692463471,0.7636531224179061,0.013004083101608797,4.459936174024263e-05,0.019917961840853454,0.6726055923801582,0.013564820452435952,0.01244334575078165,4.462700357634428e-05,0.0128900502599969,0.013096818571152073,4.452728889264707e-05
60,16.54003064180944,0.03258268818787865,0.256572148066957,12.280028692461443,0.7801813658057114,0.01320898768037564,4.4766029900020907e-05,0.01999239541830875,0.6925979877984669,0.013728172753344238,0.012689802607407038,4.478908317606967e-05,0.013096818571152073,0.013302684668809506,4.4704354837265776e-05
61,16.792881745005335,0.0328194116290524,0.24913028028146486,12.532879906635653,0.7962456446897803,0.013417311898193632,4.484949399585614e-05,0.020029670271828177,0.712627658070295,0.013898326350558703,0.012936297445828557,4.486870816069951e-05,0.013302684668809506,0.013515415017504816,4.47952160580005e-05
62,17.03816800049301,0.0330662040933669,0.24144247927967463,12.778166286416223,0.8118293104598955,0.01362943825924667,4.485073818361385e-05,0.020030225922925277,0.7326578839932203,0.014075378303652838,0.013183498214840491,4.486674280382663e-05,0.013515415017504816,0.013722917714843744,4.4784026023660166e-05
63,17.2756596390264,0.03332037079505525,0.23354107001881166,13.015658061065466,0.8269177651983778,0.0138125307164144,4.455636770371243e-05,0.01989876081318,0.7525566448064003,0.014226233062010232,0.013398828370818568,4.456969119301211e-05,0.013722917714843744,0.013869028197630421,4.445002338559763e-05
64,17.505159195624152,0.033578846124033404,0.22545833443647087,13.245157763293106,0.8414984633074858,0.013905405667121225,4.359469270985958e-05,0.019469279199913314,0.7720259240063136,0.01428945362076527,0.013521357713477192,4.360577720584312e-05,0.013869028197630421,0.013909454675648577,4.349342970189614e-05
65,17.72650139974991,0.0338386222157018,0.217226378803099,13.46650011991289,0.855560904562553,0.013930362040224378,4.215386202165967e-05,0.018825807868779857,0.7908517318750935,0.014287145788287357,0.013573578292161402,4.216307927309777e-05,0.013909454675648577,0.01395970990354365,4.2179452913819185e-05
66,17.93955293327975,0.0340984652775055,0.20887700529367315,13.679551811961277,0.8690966188717196,0.01410937790918125,4.1582094786477735e-05,0.018570458071656457,0.80942218994675,0.01444123949880554,0.01377751631955696,4.1589762808577234e-05,0.01395970990354365,0.014330231295604847,4.179454124647125e-05
67,18.144212062084726,0.0343602462519086,0.20044158741859341,13.884211108317409,0.8820991429988809,0.014746040145397425,4.3585161279268346e-05,0.019465022487184763,0.8288872124339347,0.015055407990309352,0.014436672300485495,4.35915559313838e-05,0.014330231295604847,0.015236869004271366,4.382091153304314e-05
68,18.34040814826665,0.034627346894404346,0.1919509490112609,14.080407376532337,0.8945639894854265,0.01586846429395648,4.833481509815186e-05,0.02158620583668601,0.8504734182706207,0.01615783709447809,0.015579091493434862,4.834017287256217e-05,0.015236869004271366,0.016507097171467203,4.838206281192056e-05
69,18.528101046115758,0.03490112852237235,0.1834352465163808,14.268100474296158,0.9064886079886045,0.017158959926065205,5.400882234200256e-05,0.024120203081444105,0.8745936213520648,0.01743086465332837,0.01688705519880204,5.401334293126712e-05,0.016507097171467203,0.017756138934330375,5.3860687400595696e-05
70,18.707280380734662,0.0351791530913184,0.1749238544450712,14.447280024776884,0.9178723392419624,0.01821774323958222,5.8054807873592984e-05,0.025927129958474897,0.9005207513105395,0.018474957655013974,0.017960528824150467,5.8058665484253084e-05,0.017756138934330375,0.018544139447649186,5.7633788775296356e-05
71,18.87796471324063,0.035454275858824796,0.16644525408089722,14.617964579039867,0.928716361841729,0.01835366958029518,5.606828008961954e-05,0.025039951688359076,0.9255607029988987,0.018599342400761228,0.018107996759829124,5.607162869819714e-05,0.018544139447649186,0.017747158840695453,5.481333735272457e-05
72,19.040200597797842,0.0357120729275385,0.1580269249566832,14.780200668558658,0.9390236320504256,0.016303266810263447,4.2003004931971685e-05,0.018758435475127053,0.9443191384740257,0.01654014813625376,0.01606638548427314,4.200596070774669e-05,0.017747158840695453,0.014470628354446303,4.114880333471021e-05
73,19.19406151509298,0.03593747203975475,0.14969524091566674,14.934061751494834,0.9487988168513523,0.012624279873429178,2.3857296148810145e-05,0.01065460795348493,0.9549737464275108,0.012857088775819696,0.012391470971038671,2.3860000642082506e-05,0.014470628354446303,0.011259348156268166,2.490439048717676e-05
74,19.339646687235287,0.0361336039186338,0.14147536775046216,15.079647055827898,0.9580482204496954,0.010902862650691934,1.6817518483184902e-05,0.007510661102212048,0.9624844075297228,0.01114004971924808,0.01066567558213579,1.682017150970925e-05,0.011259348156268166,0.011115591490255164,1.7707227252410264e-05
75,19.4770798305108,0.036318591935477304,0.13339116794963235,15.217080323677946,0.9667797044961631,0.011694615732817468,1.8243114647379645e-05,0.008147328733562404,0.9706317362632851,0.01195415668362899,0.011435074782005953,1.8246109790661837e-05,0.011115591490255164,0.012031310312057729,1.7876369908839314e-05
76,19.60650784111314,0.03649989879064175,0.12546510729394314,15.346508461299734,0.9750026023176841,0.01199835782157209,1.8062030922452154e-05,0.008066457201272047,0.9786981934645572,0.012267449399509269,0.011729266243634913,1.8065059243523065e-05,0.012031310312057729,0.011825281105769253,1.7852151064319014e-05
77,19.728099355075443,0.0366738880196117,0.11771816960596689,15.468100099749687,0.9827276274729326,0.011515270039060384,1.5609599283320538e-05,0.006971207451062068,0.9856694009156193,0.012060565799266156,0.010969974278854624,1.5621267016469243e-05,0.011825281105769253,0.011487555830605402,1.5995732807690257e-05
78,19.842043200132768,0.036843911957351996,0.11016977454990581,15.582044071827625,0.9899667769885739,0.013722303109498388,2.0745145109017276e-05,0.009264729192111661,0.994934130107731,0.013120853758589433,0.014323752460407336,2.0758429428969947e-05,0.011487555830605402,0.016735665417025123,2.219180347306189e-05
79,19.94854679379669,0.0370209356242167,0.10283770849345113,15.688547813349302,0.9967332297880539,0.010502500095277322,1.1343257189643693e-05,0.005065869892269014,1.0,0.019014335073514098,0.0019906651170405413,1.3826833602145124e-05,0.016735665417025123,0.003129999945285029,1.1732480903293682e-05
