benchmark,candidate_name,candidate_order,coefficient_count,row_count,pass_count,fail_count,pass_fraction,improved_row_count,worsened_row_count,improves_but_still_fails_count,improves_this_coefficient_only_count,breaks_currently_passing_coefficient_count,median_gate_error_ratio,max_gate_error_ratio,median_gate_ratio_delta_vs_current,max_gate_ratio_delta_vs_current,median_forward_gradient_component_value,max_abs_forward_gradient_component_value,candidate_default_decision,candidate_exclusion_reason,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,startup_first_pair_gradient_average,15,8,8,0,8,0.0,4,2,4,0,0,94.0570704655644,114.82675851457643,-16.396087815393017,24.19883216554186,0.0,20.707093406979823,excluded_no_coefficients_pass,Keep diagnostic-only: no stencil or phase-aligned gradient candidate passes the full Wigley III eight-coefficient Gate 1 under the same production route.,diagnostic_pressure_gradient_stencil_phase_exclusion_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,phase_aligned_backward,6,8,8,0,8,0.0,5,1,5,0,0,109.0886074877995,179.97157160552695,-6.110944446040882,19.702457239795763,-0.1302783140462954,27.52316832584782,excluded_no_coefficients_pass,Keep diagnostic-only: no stencil or phase-aligned gradient candidate passes the full Wigley III eight-coefficient Gate 1 under the same production route.,diagnostic_pressure_gradient_stencil_phase_exclusion_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,mapped_normalized_y_backward,12,8,8,0,8,0.0,4,2,4,0,0,106.57513541425192,180.13016228362838,-6.9868163688477125,15.452177237782522,-0.02483300318479786,27.058351633397898,excluded_no_coefficients_pass,Keep diagnostic-only: no stencil or phase-aligned gradient candidate passes the full Wigley III eight-coefficient Gate 1 under the same production route.,diagnostic_pressure_gradient_stencil_phase_exclusion_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,scheme_backward,3,8,8,0,8,0.0,4,2,4,0,0,105.39512025364584,187.37587068165692,-6.278688072043174,14.466456994329945,-0.03148661482810264,27.53633823374097,excluded_no_coefficients_pass,Keep diagnostic-only: no stencil or phase-aligned gradient candidate passes the full Wigley III eight-coefficient Gate 1 under the same production route.,diagnostic_pressure_gradient_stencil_phase_exclusion_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,phase_aligned_central,4,8,8,0,8,0.0,3,3,3,0,0,105.33923769678393,292.5114887932503,0.0,12.203717657764628,-0.21652824303045298,31.729574890101034,excluded_no_coefficients_pass,Keep diagnostic-only: no stencil or phase-aligned gradient candidate passes the full Wigley III eight-coefficient Gate 1 under the same production route.,diagnostic_pressure_gradient_stencil_phase_exclusion_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,current_default,0,8,8,0,8,0.0,2,2,0,0,0,99.2373788679016,299.10134322409135,0.0,1.7053025658242404e-13,-0.12913519953982996,31.774452682370107,excluded_no_coefficients_pass,Keep diagnostic-only: no stencil or phase-aligned gradient candidate passes the full Wigley III eight-coefficient Gate 1 under the same production route.,diagnostic_pressure_gradient_stencil_phase_exclusion_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,scheme_central,1,8,8,0,8,0.0,2,2,2,0,0,99.2373788679016,299.10134322409135,0.0,1.7053025658242404e-13,-0.12913519953982996,31.774452682370107,excluded_no_coefficients_pass,Keep diagnostic-only: no stencil or phase-aligned gradient candidate passes the full Wigley III eight-coefficient Gate 1 under the same production route.,diagnostic_pressure_gradient_stencil_phase_exclusion_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,mapped_normalized_y_central,10,8,8,0,8,0.0,2,4,2,0,0,103.47440254765135,373.56283927454757,5.3528808620416015,74.46149605045639,-0.18889013377638192,35.3876472642482,excluded_no_coefficients_pass,Keep diagnostic-only: no stencil or phase-aligned gradient candidate passes the full Wigley III eight-coefficient Gate 1 under the same production route.,diagnostic_pressure_gradient_stencil_phase_exclusion_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,startup_aft_gradient_copy_second,14,8,8,0,8,0.0,2,4,2,0,0,109.98203065321789,454.1775394984994,11.426667093903774,155.07619627440823,-0.2516330318511756,39.487452970755136,excluded_no_coefficients_pass,Keep diagnostic-only: no stencil or phase-aligned gradient candidate passes the full Wigley III eight-coefficient Gate 1 under the same production route.,diagnostic_pressure_gradient_stencil_phase_exclusion_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,startup_aft_gradient_zero,13,8,8,0,8,0.0,2,4,2,0,0,114.3210081364177,509.13792095236323,15.476379411556891,210.03657772827205,-0.3024020317144396,42.221008785171,excluded_no_coefficients_pass,Keep diagnostic-only: no stencil or phase-aligned gradient candidate passes the full Wigley III eight-coefficient Gate 1 under the same production route.,diagnostic_pressure_gradient_stencil_phase_exclusion_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,mapped_fixed_y_central,7,8,8,0,8,0.0,2,4,2,0,0,117.80856012850619,532.9120702910975,18.731427937506098,233.81072706700633,-0.3348441090648317,44.418166540186746,excluded_no_coefficients_pass,Keep diagnostic-only: no stencil or phase-aligned gradient candidate passes the full Wigley III eight-coefficient Gate 1 under the same production route.,diagnostic_pressure_gradient_stencil_phase_exclusion_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,mapped_fixed_y_backward,9,8,8,0,8,0.0,2,4,2,0,0,121.1940071921134,540.702798661188,21.89117853020622,241.60145543709683,-0.3403467995363007,46.55099819025929,excluded_no_coefficients_pass,Keep diagnostic-only: no stencil or phase-aligned gradient candidate passes the full Wigley III eight-coefficient Gate 1 under the same production route.,diagnostic_pressure_gradient_stencil_phase_exclusion_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,phase_aligned_forward,5,8,8,0,8,0.0,2,4,2,0,0,116.54976479927078,560.8737709523115,18.27413115781424,261.7724277282203,-0.4246490636284951,43.62512548276844,excluded_no_coefficients_pass,Keep diagnostic-only: no stencil or phase-aligned gradient candidate passes the full Wigley III eight-coefficient Gate 1 under the same production route.,diagnostic_pressure_gradient_stencil_phase_exclusion_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,mapped_normalized_y_forward,11,8,8,0,8,0.0,2,4,2,0,0,116.62841287211415,566.1376097924024,17.62995716487353,267.0362665683112,-0.35226764940224237,43.674673768659765,excluded_no_coefficients_pass,Keep diagnostic-only: no stencil or phase-aligned gradient candidate passes the full Wigley III eight-coefficient Gate 1 under the same production route.,diagnostic_pressure_gradient_stencil_phase_exclusion_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,scheme_forward,2,8,8,0,8,0.0,2,4,2,0,0,116.65042474967052,566.647453511216,17.650501583926186,267.5461102871248,-0.3534423634502755,43.688541251520284,excluded_no_coefficients_pass,Keep diagnostic-only: no stencil or phase-aligned gradient candidate passes the full Wigley III eight-coefficient Gate 1 under the same production route.,diagnostic_pressure_gradient_stencil_phase_exclusion_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,mapped_fixed_y_forward,8,8,8,0,8,0.0,2,4,2,0,0,119.92816194740381,595.4447538819999,20.709722968477223,296.3434106579087,-0.3840026565451941,45.75351568609226,excluded_no_coefficients_pass,Keep diagnostic-only: no stencil or phase-aligned gradient candidate passes the full Wigley III eight-coefficient Gate 1 under the same production route.,diagnostic_pressure_gradient_stencil_phase_exclusion_not_hard_gate,INFO
