case_name,coefficient,total_rows,pass_rows,fail_rows,error_rows,finite_gate_rows,median_gate_error_ratio,max_gate_error_ratio,median_abs_error,median_rel_error,max_heave_residual,max_pitch_residual,max_heave_condition_number,max_pitch_condition_number,a1_grid_recommendation_status,a1_control_radius_ok,a1_inner_free_surface_panels_ok,a1_outer_or_control_panels_ok,a1_station_count_ok,a1_min_station_count_for_fn,pass_fraction,diagnostic_conclusion,gate_role
st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_cim1p0_cp1p0_cnm1p0_cd1p0_pg1p0,A35,1,1,0,0,1,0.2500271415797969,0.2500271415797969,0.015001628494787811,0.07500814247393905,1.2371150506013808e-15,2.9208251105969897e-15,418.23117884841605,418.23117884841605,A1_GRID_RECOMMENDED,True,True,True,True,40,1.0,selected_rows_within_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_cim1p0_cpm1p0_cn1p0_cd1p0_pg1p0,A35,1,1,0,0,1,0.4960205650360252,0.4960205650360252,0.02976123390216151,0.14880616951080755,1.5067141751380185e-15,1.9461418002446587e-15,418.23117884841605,418.23117884841605,A1_GRID_RECOMMENDED,True,True,True,True,40,1.0,selected_rows_within_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_cim1p0_cp1p0_cnm1p0_cd1p0_pg1p0,A53,1,1,0,0,1,0.7352261771582942,0.7352261771582942,0.033085177972123236,0.22056785314748825,1.351989908607372e-15,4.307791910505325e-15,418.23117884841605,418.23117884841605,A1_GRID_RECOMMENDED,True,True,True,True,40,1.0,selected_rows_within_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_cim1p0_cpm1p0_cn1p0_cd1p0_pg1p0,A53,1,1,0,0,1,0.7891910830982323,0.7891910830982323,0.03551359873942045,0.23675732492946966,1.351989908607372e-15,3.582673233236099e-15,418.23117884841605,418.23117884841605,A1_GRID_RECOMMENDED,True,True,True,True,40,1.0,selected_rows_within_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_ci1p0_cpm1p0_cnm1p0_cd1p0_pg1p0,A55,1,1,0,0,1,0.9633279963304009,0.9633279963304009,0.009103449565322289,0.14449919944956013,4.3847729948648436e-15,5.801249528072145e-15,113.94877021527233,113.94877021527233,A1_GRID_RECOMMENDED,True,True,True,True,40,1.0,selected_rows_within_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_cim1p0_cpm1p0_cnm1p0_cd1p0_pg1p0,A53,1,0,1,0,1,2.6290940682022774,2.6290940682022774,0.11830923306910249,0.7887282204606832,2.681886353411735e-15,6.137215091066102e-15,113.95001957184003,113.95001957184003,A1_GRID_RECOMMENDED,True,True,True,True,40,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_ci1p0_cp1p0_cn1p0_cd1p0_pg1p0,A55,1,0,1,0,1,2.676659146502147,2.676659146502147,0.025294428934445293,0.4014988719753221,3.8267601590155196e-15,3.705789033268641e-15,113.94877021527233,113.94877021527233,A1_GRID_RECOMMENDED,True,True,True,True,40,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_cim1p0_cp1p0_cn1p0_cd1p0_pg1p0,A53,1,0,1,0,1,2.768720888642043,2.768720888642043,0.12459243998889194,0.830616266592613,3.679817864173535e-15,3.0514815925250303e-15,113.95001957184003,113.95001957184003,A1_GRID_RECOMMENDED,True,True,True,True,40,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_ci0p0_cpm1p0_cn1p0_cd1p0_pg1p0,A53,1,0,1,0,1,3.5141420486746093,3.5141420486746093,0.1581363921903574,1.0542426146023829,1.245577034416557e-15,2.888937713868503e-15,418.833953904016,418.833953904016,A1_GRID_RECOMMENDED,True,True,True,True,40,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_ci0p0_cpm1p0_cnm1p0_cd1p0_pg1p0,A53,1,0,1,0,1,3.60851865587081,3.60851865587081,0.16238333951418646,1.082555596761243,3.9769172208442615e-15,4.200079448797463e-15,113.94929859012841,113.94929859012841,A1_GRID_RECOMMENDED,True,True,True,True,40,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_ci0p0_cp1p0_cn1p0_cd1p0_pg1p0,A53,1,0,1,0,1,3.743377174226704,3.743377174226704,0.16845197284020166,1.1230131522680111,6.711703085575534e-15,4.892871797904885e-15,113.94929859012841,113.94929859012841,A1_GRID_RECOMMENDED,True,True,True,True,40,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_ci0p0_cp1p0_cnm1p0_cd1p0_pg1p0,A53,1,0,1,0,1,4.006087787841593,4.006087787841593,0.18027395045287167,1.201826336352478,1.6709814251576528e-15,3.4341984194028165e-15,418.833953904016,418.833953904016,A1_GRID_RECOMMENDED,True,True,True,True,40,0.0,selected_rows_outside_tolerance,diagnostic_matched_wigley_sensitivity_not_hard_gate
