time_s,vertical_force_n,pitch_moment_nm,bem_vertical_force_n,bem_pitch_moment_nm,front_vertical_force_n,front_pitch_moment_nm,active_plane_count,max_potential_bvp_relative_residual,max_pressure_bvp_relative_residual
0.0,503.6102592319503,82.26288452324812,337.9816676584765,-54.31677143066389,165.6285915734738,136.579655953912,11,1.4390146441590357e-15,1.7331504799749672e-15
0.0014305431266172946,509.7371133321569,85.54067672460442,340.66231184059825,-52.91565672908604,169.0748014915587,138.45633345369046,10,1.435159813827794e-15,1.0477069127047758e-15
0.002861086253234589,510.91638837299274,85.92292536254607,338.43978121288154,-54.32588286308879,172.4766071601112,140.24880822563486,10,9.873223393200108e-16,1.7537845682587e-15
0.004291629379851884,517.0529745862406,88.68723797355972,341.21882675810957,-53.27041605413899,175.83414782813097,141.9576540276987,10,9.344942144053523e-16,9.537522286369134e-16
0.005722172506469178,514.4016298996698,88.08359349667319,335.2540220916335,-55.499906994687535,179.14760780803633,143.58350049136072,10,1.4937412249789921e-15,1.0534671444406052e-15
0.007152715633086473,520.0596075647455,90.56292655735604,337.6423955384206,-54.56410077507326,182.4172120263249,145.1270273324293,10,1.1037725698805772e-15,1.8432939018293504e-15
0.008583258759703769,517.0656848155422,89.87598304436858,331.4224628082099,-56.71297603121636,185.64322200733238,146.58895907558494,10,1.1087402627613412e-15,1.851606183824148e-15
0.010013801886321063,521.9437331597302,92.06180472015828,333.11780091387,-55.90825552304082,188.8259322458602,147.9700602431991,10,9.119104253087584e-16,1.1277681695140886e-15
0.011444345012938357,520.9753557894403,91.65211107574964,329.00968886021076,-57.61901988833833,191.96566692922949,149.27113096408797,10,1.1192031765220952e-15,1.112026750910512e-15
0.012874888139555651,525.5307228870392,93.63977356710072,330.4679459134732,-56.853229395326196,195.0627769735661,150.4930029624269,10,1.0037552539709099e-15,1.4780158686264384e-15
0.014305431266172945,525.7957953523879,93.31281690884899,327.6781580095095,-58.32371898225898,198.11763734287845,151.63653589110797,10,9.353228811960698e-16,1.1914067517717516e-15
0.01573597439279024,530.2991299076824,95.14501542708217,329.16848528485184,-57.55759855036513,201.13064462283057,152.7026139774473,10,9.18205141329657e-16,1.3204756601666764e-15
0.017166517519407537,531.1309722436932,94.76681673704462,327.028757419617,-58.92532621533272,204.10221482407619,153.69214295237734,10,1.6700618372339772e-15,1.0581496840710864e-15
0.01859706064602483,535.6514480519764,96.44962548417737,328.61866665932473,-58.156421752965116,207.03278139265174,154.6060472371425,10,8.890324080780236e-16,9.691582307685535e-16
0.020027603772642125,536.5551454307686,95.93636507422511,326.632352023503,-59.50890228986373,209.9227934072656,155.44526736408883,10,8.096171941407921e-16,1.67380316528147e-15
0.021458146899259418,541.0643159550748,97.46358390658054,328.29160200966834,-58.7471737038623,212.77271394540642,156.21075761044284,10,1.2587056681161588e-15,1.3908969735337789e-15
0.022888690025876714,497.3662422793796,72.02486571556469,354.5282552805589,-44.797424693178584,142.83798699882072,116.82229040874327,11,1.0173572159735957e-15,2.957192425662962e-15
0.02431923315249401,502.6584349955955,74.42966379600666,357.53467178205875,-43.347685338597785,145.1237632135367,117.77734913460445,10,9.967908842870618e-16,9.09145469472118e-16
